"{'distance': [0.167, 0.333, 0.5, 0.667, 0.833], 'solute_1': [15.0, -20.0, 15.0, -20.0, 15.0]}","{'solute_1i': '1.0 M', 'solute_1e': '1.0 fM'}"
-70,732420.3688961463,4.7540616132163838e-09,732420.36889614153,154062027059136.84,1.6024924320463493e+18,1.830480211850727e-14,5.8649173381541045e-21,-4.091635830767065e-16,-0.95031966809215207,2.4234842731402735e-14,3.6608953715711046e-14
-60,837109.27744020126,4.1595185281252791e-09,837109.27744019707,201251484223461.72,1.3689638682442826e+18,1.0627349694702914e-15,3.4048821964214e-22,-8.5681826735117065e-15,-1.0852890042794747,1.3170779463590201e-15,2.1324088328444901e-15
-50,956761.9534503622,3.6393290187318406e-09,956761.95345035859,262895151421004.28,5.1746997743579616e+17,8.636320825150534e-15,2.767125944143016e-21,1.1009574818197766e-14,-1.2394268446144003,1.0683301639209303e-14,1.7264835394659173e-14
-40,1093517.2512778661,3.1841944246737452e-09,1093517.2512778628,343420377475822.19,5.0095536220370176e+17,1.1883289491310123e-14,3.807408962005017e-21,-2.55351295663786e-14,-1.415455587065136,1.569754374808861e-14,2.3762675854799298e-14
-30,1249819.7436106503,2.7859789763269139e-09,1249819.7436106475,448610615597119.75,7.5638555811971789e+18,1.032550780988295e-14,3.308308859905834e-21,2.3054636061902755e-15,-1.6164842701319431,1.3118102141280952e-14,2.0652750343241877e-14
-20,1428463.419492526,2.4375643636555973e-09,1428463.4194925237,586020800431406.87,2.5337581499069501e+18,5.898493499190138e-15,1.88990090453053e-21,-7.2533540475651093e-15,-1.846063484778653,7.2414361094615546e-15,1.1796553317511282e-14
-10,1632641.628343012,2.1327224926863553e-09,1632641.6283430099,765519955803792.12,3.2067326399269699e+18,7.270659768687793e-15,2.3295474001024642e-21,-1.397671575747361e-14,-2.1082480852111383,9.1786464128813042e-15,1.4542186899113574e-14
0,1866004.1627533799,1.8660041550611373e-09,1866004.162753378,1000000004122307.4,88158598167314576.0,2.0591601340713694e-14,6.597592565722949e-21,1.0377721169195033e-14,-2.4076688060770524,2.572994054909134e-14,4.1181034277082418e-14
10,2132722.5004438343,1.6326416205793251e-09,2132722.5004438325,1306301685293960.0,1.863978680685942e+18,2.037866403403754e-14,6.529350165187324e-21,-2.9360919799536142e-15,-2.7496140509783196,2.4987598722079109e-14,4.0754725982861117e-14
20,2437564.3716160422,1.4284634115193341e-09,2437564.3716160408,1706424086160816.7,1.2941292132268004e+20,2.6858723578548904e-14,8.605366707542285e-21,-1.9359748137135104e-15,-3.1401232968419865,3.3440300740189327e-14,5.3726988136215681e-14
30,2785978.98463155,1.249819735286059e-09,2785978.9846315486,2229104650835022.0,1.3588217645060751e+18,9.019694713341408e-15,2.889755469954002e-21,4.4853010194856324e-14,-3.5860937638592074,1.1226176434292393e-14,1.8042425192765776e-14
40,3184194.4334697989,1.0935172424536213e-09,3184194.433469798,2911883150854705.0,1.719248119456368e+19,1.441468472362928e-14,4.61856295018983e-21,2.4266204966281212e-14,-4.0954022350046451,1.7986781573630478e-14,2.8839777788114418e-14
50,3639329.0281751454,9.5676194396920887e-10,3639329.0281751445,3803797852867221.5,5.8280458032822313e+18,6.276229536084088e-15,2.0108760691164103e-21,6.4611442544963992e-16,-4.6770441767236575,8.7145921799821227e-15,1.2550290667823205e-14
60,4159518.5383830443,8.3710926713308203e-10,4159518.5383830434,4968907527004801.0,3.7946150738791777e+18,8.52963533137796e-15,2.732591153568927e-21,-7.7898516471005771e-15,-5.341292617951451,1.0639845641478345e-14,1.7071630567522256e-14
70,4754061.6244701482,7.3242035757918665e-10,4754061.6244701473,6490892252344524.0,6.5745073398505974e+18,6.029204913104991e-14,1.9317562435257132e-20,-5.0947722266801855e-16,-6.0998795936041281,7.3880987807841999e-14,1.2060144549685958e-13
80,5433586.0559864445,6.408238461313575e-10,5433586.0559864435,8479063456812523.0,4.1695824012081981e+18,6.042388811522414e-14,1.9359748646497336e-20,2.7882993252277214e-15,-6.9662033572180571,8.2634354753842167e-14,1.2085558248609019e-13
90,6210238.6886110939,5.6068239709760812e-10,6210238.688611093,11076214842410980.0,2.0722379951673836e+18,4.441412515543419e-14,1.4229988077749735e-20,6.82775483308831e-14,-7.9555650225528538,5.9593349875153729e-14,8.8854488003442533e-14
100,7097902.5955697037,4.9056344003572059e-10,7097902.5955697028,14468878062035904.0,7.9559522644798321e+18,6.313005673774796e-14,2.0227047518759186e-20,8.4082230253210172e-14,-9.0854388137512299,7.8768513268467034e-14,1.2625989663506143e-13
"{'distance': [0.167, 0.333, 0.5, 0.667, 0.833], 'solute_1': [15.0, -20.0, 15.0, -20.0, 15.0]}","{'solute_1i': '1.0 M', 'solute_1e': '1.0 fM'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,1.6584427561069278e-10,1.6584427560931733e-10,1.658442756068814e-10,0.0005176163408573433,0.0005176163408530504,0.0005176163408454476
-140,1.895495727802197e-10,1.8954957278495544e-10,1.895495727822955e-10,0.0005916029112990628,0.0005916029113138435,0.0005916029113055415
-130,2.166430063869777e-10,2.166430063887165e-10,2.166430063828987e-10,0.0006761641897221526,0.0006761641897275796,0.0006761641897094217
-120,2.4760890850026084e-10,2.476089085023974e-10,2.4760890850545145e-10,0.0007728118242829615,0.0007728118242896299,0.0007728118242991619
-110,2.830008217498548e-10,2.830008217465827e-10,2.8300082175073597e-10,0.0008832734761231425,0.0008832734761129297,0.0008832734761258926
-100,3.2345139741714057e-10,3.23451397421326e-10,3.2345139742145085e-10,0.0010095237122882041,0.0010095237123012672,0.001009523712301657
-90,3.696837065852162e-10,3.6968370658691837e-10,3.696837065807129e-10,0.0011538193089426223,0.001153819308947935,0.0011538193089285671
-80,4.225241666544657e-10,4.225241666483151e-10,4.225241666480476e-10,0.0013187395962998307,0.001318739596280634,0.0013187395962797992
-70,4.829173147539671e-10,4.82917314759832e-10,4.829173147548127e-10,0.001507232567896277,0.0015072325679145817,0.001507232567898916
-60,5.519426922962203e-10,5.519426922963517e-10,5.519426922960112e-10,0.0017226675789519987,0.0017226675789524086,0.0017226675789513458
-50,6.30834142316033e-10,6.308341423177659e-10,6.308341423188002e-10,0.0019688955752685177,0.001968895575273926,0.001968895575277154
-40,7.210018650513606e-10,7.210018650475532e-10,7.210018650481182e-10,0.002250317930871912,0.0022503179308600288,0.002250317930861792
-30,8.240576256659672e-10,8.240576256626588e-10,8.240576256651033e-10,0.0025719651238013956,0.00257196512379107,0.0025719651237986994
-20,9.418435650231189e-10,9.41843565022053e-10,9.41843565023943e-10,0.002939586657375527,0.0029395866573722006,0.002939586657378099
-10,1.0764651283532965e-09,1.0764651283539508e-09,1.0764651283516213e-09,0.003359753833811787,0.0033597538338138292,0.0033597538338065586
0,1.2303287005207634e-09,1.2303287005229047e-09,1.230328700527361e-09,0.003839977217605379,0.003839977217612062,0.0038399772176259707
10,1.4061846206209985e-09,1.40618462062398e-09,1.4061846206275279e-09,0.004388840888330208,0.004388840888339514,0.004388840888350586
20,1.607176344807131e-09,1.6071763448041863e-09,1.6071763447985257e-09,0.005016155882668949,0.005016155882659757,0.00501615588264209
30,1.8368966361115907e-09,1.8368966361096942e-09,1.836896636112584e-09,0.005733135568388236,0.005733135568382316,0.005733135568391336
40,2.09945178576952e-09,2.0994517857649016e-09,2.0994517857664377e-09,0.006552596085422972,0.006552596085408557,0.006552596085413351
50,2.399535013851917e-09,2.3995350138519916e-09,2.399535013853928e-09,0.007489185436491627,0.007489185436491859,0.0074891854364979036
60,2.7425103614408153e-09,2.7425103614417293e-09,2.742510361443548e-09,0.008559645322848987,0.00855964532285184,0.008559645322857516
70,3.1345085737526407e-09,3.1345085737627857e-09,3.1345085737719583e-09,0.009783110404970789,0.009783110405002453,0.009783110405031081
80,3.582536688318473e-09,3.582536688337833e-09,3.582536688319822e-09,0.011181450338072638,0.011181450338133062,0.011181450338076849
90,4.094603286995125e-09,4.094603286993519e-09,4.094603286980895e-09,0.01277966069598978,0.012779660695984768,0.012779660695945366
100,4.679861650665715e-09,4.679861650645488e-09,4.679861650652192e-09,0.014606309771116465,0.014606309771053335,0.014606309771074258
"{'distance': [0.167, 0.333, 0.5, 0.667, 0.833], 'solute_1': [15.0, -20.0, 15.0, -20.0, 15.0]}","{'solute_1i': '1.0 M', 'solute_1e': '1.0 fM'}"
voltage,current,solute_1
-150,1.6584427561201766e-10,0.0005176163408614784
-140,1.8954957278333083e-10,0.0005916029113087729
-130,2.1664300639351526e-10,0.000676164189742557
-120,2.476089085036371e-10,0.0007728118242934991
-110,2.83000821747926e-10,0.0008832734761171224
-100,3.2345139742118936e-10,0.0010095237123008407
-90,3.696837065887854e-10,0.0011538193089537623
-80,4.225241666492276e-10,0.001318739596283482
-70,4.829173147594934e-10,0.001507232567913525
-60,5.519426922967964e-10,0.0017226675789537964
-50,6.30834142319044e-10,0.001968895575277915
-40,7.210018650491361e-10,0.0022503179308649692
-30,8.240576256625393e-10,0.002571965123790697
-20,9.418435650227698e-10,0.0029395866573744375
-10,1.0764651283541558e-09,0.003359753833814469
0,1.2303287006098418e-09,0.0038399772178834015
10,1.4061846206239952e-09,0.0043888408883395605
20,1.6071763448049851e-09,0.005016155882662251
30,1.8368966361117979e-09,0.005733135568388882
40,2.0994517857643573e-09,0.006552596085406859
50,2.3995350138509895e-09,0.007489185436488731
60,2.7425103614433733e-09,0.008559645322856971
70,3.1345085737623605e-09,0.009783110405001126
80,3.5825366883363763e-09,0.011181450338128516
90,4.09460328699646e-09,0.012779660695993946
100,4.6798616506452275e-09,0.01460630977105252
"{'distance': [0.167, 0.333, 0.5, 0.667, 0.833], 'solute_1': [15.0, -20.0, 15.0, -20.0, 15.0]}","{'solute_1i': '1.0 M', 'solute_1e': '1.0 fM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,251528.10269889704,1.384327187140912e-08,251528.10269888319,18169700417311.371,66815100205094008.0,1.8482100290311e-11,5.921664926704963e-18,0.32793792195888832,5.3238629781853138e-12,1.9364534238313389e-11,3.1648980528334314e-11
-140,287480.40375147405,1.2112031884257553e-08,287480.40375146194,23735109558712.668,1.2729760627835347e+17,1.8562739236352432e-11,5.947501654644115e-18,0.37451122435685252,3.1937652535112748e-12,2.197495896624726e-11,3.3936922716470974e-11
-130,328571.56782794808,1.0597300820787733e-08,328571.56782793748,31005212873019.516,49018676831789728.0,3.5334646992200847e-11,1.1321220895391967e-17,0.42769925295430089,9.479455277980279e-12,5.085909575200282e-11,8.0133687337634318e-11
-120,375536.12104184204,9.2720020686398882e-09,375536.12104183278,40502161050200.187,2.1626012170763936e+17,5.802840684094451e-11,1.859230153771133e-17,0.48844133905232734,2.4557845433729978e-12,7.8635165131027458e-11,1.1360482379037945e-10
-110,429213.57941857976,8.1124452173918708e-09,429213.57941857167,52908040414055.43,2.2991337061709482e+17,5.358800957231541e-11,1.716959829190898e-17,0.55781025277993823,2.6401233359733693e-12,7.5830679337171053e-11,1.0981081549708144e-10
-100,490563.4556848362,7.0979025800452807e-09,490563.4556848291,69113861475639.844,2.6027953290570465e+18,6.986264258074248e-11,2.23839907076566e-17,0.63703114365469016,2.6654477028300258e-13,9.8436815030667374e-11,1.3946774703003928e-10
-90,560682.41106186714,6.2102386747470137e-09,560682.41106186097,90283552762923.016,2.1526884198960259e+17,2.0043619108206512e-11,6.421975555931829e-18,0.72750317397214925,3.6834158360726701e-12,2.3433815734244753e-11,3.6408356798162123e-11
-80,640823.85866012971,5.4335860435375973e-09,640823.85866012424,117937556068020.62,5.0792459569800666e+17,7.778967400784431e-11,2.4923811555373108e-17,0.83082422720841076,1.7842447325586752e-12,1.0751456754169196e-10,1.5380358401803629e-10
-70,732420.3688961463,4.7540616132163838e-09,732420.36889614153,154062027059136.84,1.6024924320463493e+18,4.481679784229531e-12,1.4359302256885916e-18,0.94881912822166004,6.4636736581577802e-13,6.3709717433130316e-12,9.6102084623517214e-12
-60,837109.27744020126,4.1595185281252791e-09,837109.27744019707,201251484223461.72,1.3689638682442826e+18,9.276257995245729e-11,2.9721130665778697e-17,1.0835718702451165,8.647790597490128e-13,1.3118899086737636e-10,1.8639760416584716e-10
-50,956761.9534503622,3.6393290187318406e-09,956761.95345035859,262895151421004.28,5.1746997743579616e+17,3.3609703258344337e-10,1.0768548926889397e-16,1.2374624220665205,2.6147714522062411e-12,4.7176391680107784e-10,6.6967975696080595e-10
-40,1093517.2512778661,3.1841944246737452e-09,1093517.2512778628,343420377475822.19,5.0095536220370176e+17,1.324565986407511e-10,4.243909420873713e-17,1.4132087612258941,3.0870353693145476e-12,1.8297629138821807e-10,2.6182190833792807e-10
-30,1249819.7436106503,2.7859789763269139e-09,1249819.7436106475,448610615597119.75,7.5638555811971789e+18,1.313141696074327e-10,4.2073059963442364e-17,1.6139148781388635,2.3367871151031125e-13,1.8570643405260369e-10,2.6287209041464532e-10
-20,1428463.419492526,2.4375643636555973e-09,1428463.4194925237,586020800431406.87,2.5337581499069501e+18,5.941077998485034e-10,1.9035213907777746e-16,1.8431255979848882,7.9729485457715868e-13,8.4019647363232434e-10,1.1896125343482944e-09
-10,1632641.628343012,2.1327224926863553e-09,1632641.6283430099,765519955803792.12,3.2067326399269699e+18,2.960674301208388e-10,9.486000455061525e-17,2.1048891877105937,7.2001759644370066e-13,4.1813164404014362e-10,5.9173101184598065e-10
0,1866004.1627533799,1.8660041550611373e-09,1866004.162753378,1000000004122307.4,88158598167314576.0,3.8587100225154214e-10,1.2363306898155635e-16,2.403828856477682,2.9933874220275135e-11,3.495300413664956e-10,6.0187689988194792e-10
10,2132722.5004438343,1.6326416205793251e-09,2132722.5004438325,1306301685293960.0,1.863978680685942e+18,4.728192620415128e-10,1.5149129171414366e-16,2.7452244089303277,1.6181113607687722e-12,6.6866741246517273e-10,9.4567631720235412e-10
20,2437564.3716160422,1.4284634115193341e-09,2437564.3716160408,1706424086160816.7,1.2941292132268004e+20,9.262180961436273e-10,2.9676027795019115e-16,3.1351054956519899,2.6637499198167952e-14,1.3076785187320607e-09,1.8508857992267924e-09
30,2785978.98463155,1.249819735286059e-09,2785978.9846315486,2229104650835022.0,1.3588217645060751e+18,6.571972107141666e-10,2.1056598624152637e-16,3.5803581089230709,2.8995482423113169e-12,9.2363425038354902e-10,1.3102988338439814e-09
40,3184194.4334697989,1.0935172424536213e-09,3184194.433469798,2911883150854705.0,1.719248119456368e+19,7.236468967455889e-10,2.3185646584118016e-16,4.0888461993403817,2.6192443639858104e-13,1.0218712359373815e-09,1.4462185754515744e-09
50,3639329.0281751454,9.5676194396920887e-10,3639329.0281751445,3803797852867221.5,5.8280458032822313e+18,7.513839550554735e-10,2.407434188913059e-16,4.6695505688006875,8.8310707176245233e-13,1.0598596936917575e-09,1.5008166632211883e-09
60,4159518.5383830443,8.3710926713308203e-10,4159518.5383830434,4968907527004801.0,3.7946150738791777e+18,1.6706917464054394e-09,5.352896356422307e-16,5.3327274868586159,1.5502092857565754e-12,2.358188877548829e-09,3.3381815556145916e-09
70,4754061.6244701482,7.3242035757918665e-10,4754061.6244701473,6490892252344524.0,6.5745073398505974e+18,8.45664186246986e-10,2.709508054054272e-16,6.0900898348888877,1.0226254335329485e-12,1.1959500281106137e-09,1.6921222502613159e-09
80,5433586.0559864445,6.408238461313575e-10,5433586.0559864435,8479063456812523.0,4.1695824012081981e+18,9.48434842815149e-10,3.038785234292588e-16,6.9550139753292584,1.84293062127117e-12,1.3373775358936215e-09,1.8941015416263501e-09
90,6210238.6886110939,5.6068239709760812e-10,6210238.688611093,11076214842410980.0,2.0722379951673836e+18,9.795667801210106e-10,3.1385319582383464e-16,7.9427760031613479,4.2382215706732353e-12,1.3772666662910832e-09,1.9534330366385161e-09
100,7097902.5955697037,4.9056344003572059e-10,7097902.5955697028,14468878062035904.0,7.9559522644798321e+18,1.0871443537063818e-09,3.4832105094275575e-16,9.0708215492463218,1.2616905899103433e-12,1.537454397451519e-09,2.1748572357101204e-09
"{'distance': [0.167, 0.333, 0.5, 0.667, 0.833], 'solute_1': [15.0, -20.0, 15.0, -20.0, 15.0]}","{'solute_1i': '1.0 M', 'solute_1e': '1.0 fM'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,1.6584427390902628e-10,1.6584427561201766e-10,1.658442798306912e-10,0.0005176163355462743,0.0005176163408614784,0.0005176163540283746
-140,1.895495738049322e-10,1.8954957278333083e-10,1.8954956785743055e-10,0.0005916029144972916,0.0005916029113087729,0.0005916028959345523
-130,2.1664300336111446e-10,2.1664300639351526e-10,2.1664299507229436e-10,0.000676164180278135,0.000676164189742557,0.00067616415440791
-120,2.4760890771802023e-10,2.476089085036371e-10,2.4760892631032177e-10,0.0007728118218415114,0.0007728118242934991,0.0007728118798699182
-110,2.8300082090374015e-10,2.83000821747926e-10,2.830008045783277e-10,0.0008832734734823351,0.0008832734761171224,0.0008832734225291128
-100,3.2345139750370647e-10,3.2345139742118936e-10,3.2345137511971576e-10,0.0010095237125583847,0.0010095237123008407,0.0010095236426957421
-90,3.696837054100746e-10,3.696837065887854e-10,3.6968371183205016e-10,0.0011538193052748895,0.0011538193089537623,0.0011538193253185086
-80,4.225241660802724e-10,4.225241666492276e-10,4.2252419100408395e-10,0.0013187395945077167,0.001318739596283482,0.0013187396722973907
-70,4.829173149667448e-10,4.829173147594934e-10,4.829173161954236e-10,0.001507232568560377,0.001507232567913525,0.0015072325723952049
-60,5.519426920172611e-10,5.519426922967964e-10,5.519426625756657e-10,0.0017226675780813393,0.0017226675789537964,0.0017226674861912164
-50,6.308341415134613e-10,6.30834142319044e-10,6.308342491989505e-10,0.001968895572763612,0.001968895575277915,0.0019688959088606448
-40,7.210018640586881e-10,7.210018650491361e-10,7.210019064977823e-10,0.0022503179277736833,0.0022503179308649692,0.002250318060230282
-30,8.240576257406403e-10,8.240576256625393e-10,8.240576677355993e-10,0.002571965124034458,0.002571965123790697,0.0025719652551048668
-20,9.41843564575194e-10,9.418435650227698e-10,9.418433746706307e-10,0.0029395866559775094,0.0029395866573744375,0.0029395860632666377
-10,1.0764651282247634e-09,1.0764651283541558e-09,1.076465223084768e-09,0.0033597538334106227,0.003359753833814469,0.003359754129478053
0,1.2303286461850629e-09,1.2303287006098418e-09,1.2303287698181319e-09,0.0038399770480182986,0.0038399772178834015,0.003839977433889301
10,1.4061846206118859e-09,1.4061846206239952e-09,1.4061844691327035e-09,0.004388840888301766,0.0043888408883395605,0.0043888404155202985
20,1.6071763443082363e-09,1.6071763448049851e-09,1.6071766410685142e-09,0.005016155881111849,0.005016155882662251,0.005016156807329945
30,1.8368966347995708e-09,1.8368966361117979e-09,1.836896845365557e-09,0.005733135564293292,0.005733135568388882,0.005733136221490503
40,2.099451786108856e-09,2.0994517857643573e-09,2.0994515542523903e-09,0.006552596086482073,0.006552596085406859,0.0065525953628351764
50,2.3995350144761697e-09,2.3995350138509895e-09,2.3995347737327508e-09,0.007489185438439981,0.007489185436488731,0.007489184687056026
60,2.7425103604174733e-09,2.7425103614433733e-09,2.742510895707109e-09,0.008559645319655036,0.008559645322856971,0.008559646990346783
70,3.1345085740167173e-09,3.1345085737623605e-09,3.134508844713166e-09,0.009783110405794998,0.009783110405001126,0.009783111250665312
80,3.5825366892232893e-09,3.5825366883363763e-09,3.582536385344766e-09,0.011181450340896659,0.011181450338128516,0.011181449392461816
90,4.094603285170013e-09,4.09460328699646e-09,4.094603599023209e-09,0.012779660690293423,0.012779660695993946,0.012779661669860203
100,4.6798616508273826e-09,4.6798616506452275e-09,4.679861998966278e-09,0.014606309771621046,0.01460630977105252,0.014606310858196874
"{'distance': [0.167, 0.333, 0.5, 0.667, 0.833], 'solute_1': [15.0, -20.0, 15.0, -20.0, 15.0]}","{'solute_1i': '1.0 M', 'solute_1e': '1.0 fM'}"
voltage,current,solute_1
-150,1.6584427560931945e-10,0.000517616340853057
-140,1.8954957278494792e-10,0.00059160291131382
-130,2.1664300638871366e-10,0.0006761641897275707
-120,2.4760890850239404e-10,0.0007728118242896194
-110,2.830008217465879e-10,0.0008832734761129461
-100,3.2345139742131943e-10,0.0010095237123012466
-90,3.696837065869157e-10,0.0011538193089479266
-80,4.225241666483248e-10,0.0013187395962806644
-70,4.829173147598227e-10,0.0015072325679145527
-60,5.519426922963517e-10,0.0017226675789524084
-50,6.308341423177631e-10,0.0019688955752739175
-40,7.210018650475594e-10,0.0022503179308600483
-30,8.240576256626638e-10,0.0025719651237910857
-20,9.418435650220545e-10,0.002939586657372205
-10,1.0764651283539502e-09,0.003359753833813827
0,1.2303287005229014e-09,0.003839977217612052
10,1.4061846206239753e-09,0.004388840888339499
20,1.6071763448041906e-09,0.005016155882659771
30,1.8368966361096966e-09,0.005733135568382324
40,2.0994517857649086e-09,0.006552596085408579
50,2.399535013851991e-09,0.007489185436491858
60,2.7425103614417285e-09,0.008559645322851837
70,3.1345085737627695e-09,0.009783110405002403
80,3.5825366883378023e-09,0.011181450338132967
90,4.094603286993521e-09,0.012779660695984773
100,4.679861650645521e-09,0.014606309771053438
"{'distance': [0.167, 0.333, 0.5, 0.667, 0.833], 'solute_1': [15.0, -20.0, 15.0, -20.0, 15.0]}","{'solute_1i': '1.0 M', 'solute_1e': '1.0 fM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,251528.10269889704,1.384327187140912e-08,251528.10269888319,18169700417311.371,66815100205094008.0,3.230922474006803e-17,1.0339757656912846e-23,0.32793790301623255,0.0,3.8434164176690863e-17,6.0606901441939698e-17
-140,287480.40375147405,1.2112031884257553e-08,287480.40375146194,23735109558712.668,1.2729760627835347e+17,9.71445146547012e-17,3.1122670547307666e-23,0.3745112076970657,-1.1102230246251565e-16,1.3198659733449284e-16,1.9006064083670893e-16
-130,328571.56782794808,1.0597300820787733e-08,328571.56782793748,31005212873019.516,49018676831789728.0,1.0744443529331349e-16,3.4405543603377495e-23,0.42769923833638612,-1.6653345369377348e-16,1.4291318721764874e-16,2.087089182034596e-16
-120,375536.12104184204,9.2720020686398882e-09,375536.12104183278,40502161050200.187,2.1626012170763936e+17,3.469446951953614e-17,1.111523948118131e-23,0.48844132613254121,5.5511151231257827e-17,5.0543012159451906e-17,7.1448923166794742e-17
-110,429213.57941857976,8.1124452173918708e-09,429213.57941857167,52908040414055.43,2.2991337061709482e+17,9.595189226496714e-17,3.0760779029315717e-23,0.55781024136939905,1.1102230246251565e-16,1.359785340970619e-16,1.9569849213363355e-16
-100,490563.4556848362,7.0979025800452807e-09,490563.4556848291,69113861475639.844,2.6027953290570465e+18,5.789639601072594e-17,1.8508166205873994e-23,0.63703113350908702,0.0,7.6856093531235343e-17,1.1037178115902435e-16
-90,560682.41106186714,6.2102386747470137e-09,560682.41106186097,90283552762923.016,2.1526884198960259e+17,1.2620113287731272e-16,4.048015122681379e-23,0.72750316485738076,-1.1102230246251565e-16,1.7622084604852202e-16,2.5261910618912253e-16
-80,640823.85866012971,5.4335860435375973e-09,640823.85866012424,117937556068020.62,5.0792459569800666e+17,1.1102230246251565e-16,3.556876633978019e-23,0.83082421913702098,-1.1102230246251565e-16,1.6210631798692001e-16,2.3266978621538925e-16
-70,732420.3688961463,4.7540616132163838e-09,732420.36889614153,154062027059136.84,1.6024924320463493e+18,2.3201926491189795e-17,7.444625512977249e-24,0.94881912086102271,0.0,3.2748649222772869e-17,4.7921736023859296e-17
-60,837109.27744020126,4.1595185281252791e-09,837109.27744019707,201251484223461.72,1.3689638682442826e+18,5.854691731421724e-18,1.9645539548134407e-24,1.0835718635715439,0.0,8.3645336846080399e-18,1.3010426069826053e-17
-50,956761.9534503622,3.6393290187318406e-09,956761.95345035859,262895151421004.28,5.1746997743579616e+17,3.122502256758253e-17,9.926167350636332e-24,1.2374624159252108,0.0,4.2341114112952756e-17,6.1582683397176652e-17
