"{'distance': [0.42, 0.587, 0.764, 0.843, 0.932], 'solute_1': [11.88, -10.43, 15.42, -9.99, 13.3]}","{'solute_1i': '40.0 mM', 'solute_1e': '93.0 M'}"
20,2007460502.1599445,27.278801183077707,2007460474.8811433,73590495.736493886,1.122314909653503e+17,1.5175608325534995e-08,4.862265578771223e-15,1.3420122373418491e-07,-3839806.8066526582,2.1240006847121365e-08,3.0304955211946094e-08
30,1434733126.5295734,23.677136718660375,1434733102.8524368,60595719.13519571,1.7391985461121514e+17,2.1595042198896408e-08,6.919051310084849e-15,-1.4151534101662847e-07,-3619916.4881440252,2.8069495703687987e-08,4.2958056112318843e-08
40,1025457602.2833245,20.551005868318931,1025457581.7323186,49898170.865891866,69634048321651856.0,1.8272992008405708e-09,5.854666320433306e-16,-6.3065580771802967e-09,-3412238.0093453554,2.3744198622164114e-09,3.7295780908053189e-09
50,732989033.65111816,17.837623155963048,732989015.81349504,41092304.016193032,3.1913911592858592e+17,7.1169026227835275e-09,2.2802550456559392e-15,3.4483466931309312e-08,-3213383.7941718772,8.7129434804036084e-09,1.4115550728277526e-08
60,523993927.51391208,15.48249277397419,523993912.03141934,33844286.90932361,2.1137430872647168e+17,1.9208528101444244e-09,6.154414339807658e-16,2.5534163987722795e-08,-3019203.1497937166,2.7159912305501381e-09,4.274565146289433e-09
70,374651428.17671657,13.438314084801691,374651414.73840249,27879347.499433391,2.0091776113493138e+18,9.149383473072703e-09,2.931462445834518e-15,3.3297319568739547e-08,-2824744.8021753943,1.2478184517031067e-08,1.8520251110487607e-08
80,267938632.04873386,11.66403163096226,267938620.38470224,22971356.776630197,1.2057111290187213e+17,2.1242176906355326e-08,6.8059935874500814e-15,7.1851090623051967e-08,-2624589.6433740351,2.619551725757092e-08,4.2883533168946997e-08
90,191690610.87842488,10.124010573763558,191690600.75441432,18934256.289221231,22930755061180148.0,2.4143504973039853e-09,7.735579212776733e-16,7.7851612894674679e-09,-2413952.9945802228,3.0062167212320552e-09,4.4950887456707278e-09
100,137214059.62721285,8.7873210001935362,137214050.83989185,15615004.803419698,6.3990461181622886e+17,1.3969838619232178e-09,4.475935969110905e-16,-5.5031946270715267e-09,-2190933.4499212224,2.635274150987316e-09,3.8012899494788144e-09
"{'distance': [0.42, 0.587, 0.764, 0.843, 0.932], 'solute_1': [11.88, -10.43, 15.42, -9.99, 13.3]}","{'solute_1i': '40.0 mM', 'solute_1e': '93.0 M'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-9.55277693184593e-05,-9.552776931845486e-05,-9.552776932179643e-05,-298.1515896331439,-298.15158963313,-298.1515896435594
-140,-8.274293619001406e-05,-8.274293618981059e-05,-8.274293618182683e-05,-258.2488645131525,-258.24886451251746,-258.24886448759935
-130,-7.164955935214975e-05,-7.164955935215316e-05,-7.164955934609791e-05,-223.62534129884443,-223.62534129885506,-223.62534127995605
-120,-6.202434329491245e-05,-6.202434329562919e-05,-6.202434329596383e-05,-193.58409268075047,-193.5840926829875,-193.58409268403193
-110,-5.367348035541376e-05,-5.3673480355392764e-05,-5.367348035898985e-05,-167.52022582838254,-167.520225828317,-167.52022583954385
-100,-4.6428757582388685e-05,-4.642875758271279e-05,-4.64287575819271e-05,-144.90873153055145,-144.90873153156303,-144.9087315291108
-90,-4.01441772574459e-05,-4.0144177257500596e-05,-4.014417725821986e-05,-125.29393650888233,-125.29393650905305,-125.29393651129794
-80,-3.4693022979665095e-05,-3.469302298016026e-05,-3.4693022977846745e-05,-108.28034637848032,-108.2803463800258,-108.28034637280507
-70,-2.9965312075566474e-05,-2.996531207539237e-05,-2.9965312071519483e-05,-93.52469436818501,-93.5246943676416,-93.52469435555395
-60,-2.5865582519743417e-05,-2.5865582520408677e-05,-2.586558251973409e-05,-80.72903408159618,-80.72903408367253,-80.72903408156708
-50,-2.2310968819279966e-05,-2.2310968818416454e-05,-2.231096881778799e-05,-69.63473414257169,-69.63473413987657,-69.63473413791507
-40,-1.9229526101000165e-05,-1.922952610117012e-05,-1.9229526101485058e-05,-60.01724750624271,-60.01724750677317,-60.01724750775611
-30,-1.6558764989747946e-05,-1.6558764989534182e-05,-1.6558764991724816e-05,-51.6815386696253,-51.68153866895812,-51.68153867579531
-20,-1.4244360745739797e-05,-1.4244360745702199e-05,-1.4244360744956508e-05,-44.458054761984386,-44.45805476186704,-44.458054759539664
-10,-1.2238997759863127e-05,-1.2238997760393545e-05,-1.2238997761000762e-05,-38.19911910069641,-38.19911910235189,-38.199119104247075
0,-1.050130203270614e-05,-1.0501302032610802e-05,-1.0501302034794912e-05,-32.77559935301542,-32.77559935271786,-32.77559935953468
10,-8.994795552852005e-06,-8.994795552627956e-06,-8.99479555522052e-06,-28.07364404760301,-28.073644046903734,-28.073644054995384
20,-7.686769264810905e-06,-7.686769264842889e-06,-7.686769259980623e-06,-23.991164996288717,-23.99116499638854,-23.991164981212933
30,-6.54690116822496e-06,-6.546901169431771e-06,-6.546901175144011e-06,-20.433524245396256,-20.433524249162833,-20.4335242669913
40,-5.545318683592043e-06,-5.545318683323623e-06,-5.545318683909089e-06,-17.307486528065056,-17.307486527227287,-17.307486529054586
50,-4.6495814134648065e-06,-4.649581414253083e-06,-4.649581411972828e-06,-14.511802164372057,-14.511802166832346,-14.511802159715444
60,-3.819692844834365e-06,-3.8196928448189e-06,-3.819692844218923e-06,-11.921638092491776,-11.921638092443509,-11.921638090570923
70,-2.9997100864436477e-06,-2.9997100866708986e-06,-2.999710083739436e-06,-9.362391031347215,-9.362391032056488,-9.362391022907104
80,-2.1039400885686277e-06,-2.103940091887121e-06,-2.1039400850811275e-06,-6.566604521125555,-6.566604531482899,-6.5666045102407224
90,-9.957876309055835e-07,-9.957876301320256e-07,-9.957876307190862e-07,-3.1079514073207974,-3.107951404906447,-3.107951406738721
100,5.397244549579918e-07,5.397244553831222e-07,5.397244554055854e-07,1.684533255174756,1.6845332565016298,1.68453325657174
"{'distance': [0.42, 0.587, 0.764, 0.843, 0.932], 'solute_1': [11.88, -10.43, 15.42, -9.99, 13.3]}","{'solute_1i': '40.0 mM', 'solute_1e': '93.0 M'}"
voltage,current,solute_1
-150,-9.552776931845522e-05,-298.15158963313115
-140,-8.274293618981363e-05,-258.24886451252695
-130,-7.164955935215478e-05,-223.62534129886012
-120,-6.202434329562949e-05,-193.58409268298843
-110,-5.3673480355385466e-05,-167.52022582829423
-100,-4.642875758271252e-05,-144.90873153156218
-90,-4.0144177257504526e-05,-125.29393650906532
-80,-3.469302298015922e-05,-108.28034638002254
-70,-2.996531207539363e-05,-93.52469436764554
-60,-2.5865582520410083e-05,-80.72903408367692
-50,-2.2310968818415146e-05,-69.63473413987249
-40,-1.9229526101170788e-05,-60.01724750677525
-30,-1.655876498953423e-05,-51.681538668958275
-20,-1.424436074570253e-05,-44.45805476186808
-10,-1.2238997760393512e-05,-38.19911910235179
0,-1.0501302032610834e-05,-32.77559935271796
10,-8.994795552627846e-06,-28.073644046903393
20,-7.686769264842936e-06,-23.99116499638869
30,-6.54690116943183e-06,-20.433524249163018
40,-5.545318683323628e-06,-17.307486527227304
50,-4.6495814142530766e-06,-14.511802166832325
60,-3.819692844818879e-06,-11.921638092443443
70,-2.9997100866708753e-06,-9.362391032056415
80,-2.10394009188706e-06,-6.566604531482709
90,-9.957876301320368e-07,-3.1079514049064825
100,5.397244553831281e-07,1.6845332565016484
"{'distance': [0.42, 0.587, 0.764, 0.843, 0.932], 'solute_1': [11.88, -10.43, 15.42, -9.99, 13.3]}","{'solute_1i': '40.0 mM', 'solute_1e': '93.0 M'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,607069839286.74316,21.786922121715019,607069839264.9563,27863955995.95396,2.2532406602817083e+18,1.4968100003898144e-07,4.7957799298621595e-14,11432470.642138496,3.8101846572426833e-07,1.7230512969562935e-07,2.7105234751372535e-07
-140,433826195658.49481,23.208297999333606,433826195635.2865,18692719115.850353,2.0620075683048612e+19,2.514865798275423e-06,8.057630083990741e-13,10647161.833357709,2.9753663013972018e-08,3.5805115257639255e-06,5.447482693330595e-06
-130,310022288433.21234,24.722404248603095,310022288408.48993,12540135065.978857,1.5920600599494828e+19,1.2264656561455922e-06,3.92959604200889e-13,9915898.0241243895,2.7539012099225132e-08,1.7522706140539055e-06,2.698149820702726e-06
-120,221549159379.66833,26.335290586534956,221549159353.33304,8412633938.9224291,3.2394990159356038e+17,1.5601368943407579e-06,4.998678608623269e-13,9234979.8653206769,9.6717951038263234e-07,2.2055235551620068e-06,3.1608911288908835e-06
-110,158324220957.60815,28.053401412867224,158324220929.55475,5643672887.5590019,6.8824342975254093e+17,1.8484715837985277e-06,5.922502953011922e-13,8600965.1875397712,3.2532694898846258e-07,1.5128580084722487e-06,2.5203753210251232e-06
-100,113142223155.73027,29.883601559112655,113142223125.84666,3786097299.2804766,3.3899956584347021e+19,3.716995706781745e-07,1.1909254778088435e-13,8010651.9113177545,4.7199805017204677e-09,4.6548802199654172e-07,6.9975352862865561e-07
-90,80854127844.789886,31.833203717471321,80854127812.95668,2539930588.2748442,5.9693676603968602e+17,2.1598389139398932e-06,6.92012385708398e-13,7461062.2479688348,1.9155272538074086e-07,2.1538091978508978e-06,3.5953203159954164e-06
-80,57780313417.58548,33.909997659201821,57780313383.675484,1703931507.1113315,4.2321162571707104e+17,5.962792783975601e-07,1.9104788145365634e-13,6949428.1251131892,1.9307965657293023e-07,5.9602026071591098e-07,9.9466090591683771e-07
-70,41291237266.344643,36.122281359195057,41291237230.222359,1143096053.5341108,8.5544158654795725e+17,3.474706318229437e-07,1.1132958907512057e-13,6473177.7793389959,6.8262372307050759e-08,2.9875145050847967e-07,5.6957112944643062e-07
-60,29507767499.967903,38.478894151111049,29507767461.48901,766855912.85673392,4.6098061900185774e+18,5.105976015329361e-07,1.635954724823769e-13,6029923.4664474269,9.0524675086490922e-09,4.1673759018654795e-07,6.9046277060245964e-07
-50,21087033065.13303,40.98925204555249,21087033024.14378,514452740.96971631,1.6382538312538192e+17,7.697963155806065e-07,2.466427398688936e-13,5617450.2463155426,1.8203158997678327e-07,7.077656351833552e-07,1.2143205322823897e-06
-40,15069387294.772526,43.663385352391082,15069387251.10914,345126406.78575557,2.3402737755956157e+17,3.4581171348690987e-07,1.107980759007185e-13,5233705.8026141757,9.106263388802801e-08,2.9597816941233914e-07,5.1226845449066361e-07
-30,10769044523.830236,46.511978757569494,10769044477.318258,231532710.74449077,2.744492697811831e+17,2.6135239750146866e-08,8.373730447106334e-15,4876791.252501443,5.5491263448467925e-08,2.6908722057667793e-08,4.4040474576206856e-08
-20,7695926488.0000811,48.062867191306346,7695926439.9372139,160122084.63069233,77466631285254752.0,1.0704399500127693e-07,3.4296895971017496e-14,4544952.8764241831,1.4049251372064255e-07,1.0802548693186782e-07,2.1403124843971666e-07
-10,5499811954.514081,41.717048705400025,5499811912.7970324,131836074.82286164,2.1074923156231267e+17,2.176966518163681e-07,6.975000716163016e-14,4236574.6264068885,3.6904984423540144e-08,2.8701083688277439e-07,4.2019217795508101e-07
0,3930424757.8900223,36.209078949903081,3930424721.6809435,108548045.73537883,1.2428338416855584e+17,1.5767852801218396e-08,5.052019593681026e-15,3950171.0893978067,4.4722304128877637e-08,2.3099392324919708e-08,3.721128821743136e-08
10,2808911788.1362915,31.428335394938916,2808911756.7079563,89375137.207827643,45394352452569152.0,5.8674448411011326e-08,1.879929317685075e-14,3684380.1431644815,8.7503677956056907e-08,9.7638914357431265e-08,1.6870176555716654e-07
20,2007460502.1599445,27.278801183077707,2007460474.8811433,73590495.736493886,1.122314909653503e+17,3.7136487662792206e-08,1.1898531002163017e-14,3437953.5010555391,2.5293661750838617e-08,3.5881176507714518e-08,7.1699033266092727e-08
30,1434733126.5295734,23.677136718660375,1434733102.8524368,60595719.13519571,1.7391985461121514e+17,4.1851308196783066e-08,1.340915920644949e-14,3209740.8952463088,1.1665089639167352e-08,4.6543567481012879e-08,7.4015945372707392e-08
40,1025457602.2833245,20.551005868318931,1025457581.7323186,49898170.865891866,69634048321651856.0,1.825436157787408e-08,5.848697279254005e-15,2998657.9309334643,2.0823336826817829e-08,2.6016938766342962e-08,3.7148061848846226e-08
50,732989033.65111816,17.837623155963048,732989015.81349504,41092304.016193032,3.1913911592858592e+17,5.6461431086063385e-09,1.809024359077007e-15,2803614.3822697722,3.2477582199931579e-09,5.4360809661031237e-09,9.4193630673089501e-09
60,523993927.51391208,15.48249277397419,523993912.03141934,33844286.90932361,2.1137430872647168e+17,3.882450982928276e-08,1.2439373397446149e-14,2623349.3912967178,3.5064284857166797e-09,4.2908569556881456e-08,6.8582696854946334e-08
70,374651428.17671657,13.438314084801691,374651414.73840249,27879347.499433391,2.0091776113493138e+18,1.4028046280145645e-08,4.49458594054355e-15,2456053.2116248119,2.6405105455025159e-10,1.7954052519421074e-08,2.7261017443436231e-08
80,267938632.04873386,11.66403163096226,267938620.38470224,22971356.776630197,1.2057111290187213e+17,1.4788555269262815e-08,4.738253179029615e-15,2298521.6907083751,3.1575235231302421e-09,2.1762493175597111e-08,3.2060804677769283e-08
90,191690610.87842488,10.124010573763558,191690600.75441432,18934256.289221231,22930755061180148.0,1.194560006467782e-09,3.8273691941453913e-16,2144402.0826330115,1.1988450628582524e-08,2.0252290725710993e-09,2.9862867734209431e-09
100,137214059.62721285,8.7873210001935362,137214050.83989185,15615004.803419698,6.3990461181622886e+17,3.1895375229851197e-09,1.0219277808077762e-15,1981272.3540288468,3.1490932587731747e-10,7.934436884413992e-09,1.2178563935094644e-08
"{'distance': [0.42, 0.587, 0.764, 0.843, 0.932], 'solute_1': [11.88, -10.43, 15.42, -9.99, 13.3]}","{'solute_1i': '40.0 mM', 'solute_1e': '93.0 M'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-9.552776935632642e-05,-9.552776931845522e-05,-9.552776930836862e-05,-298.1515897513309,-298.15158963313115,-298.1515896016499
-140,-8.274293538405063e-05,-8.274293618981363e-05,-8.274293605568002e-05,-258.24886199766115,-258.24886451252695,-258.24886409388273
-130,-7.164955895919518e-05,-7.164955935215478e-05,-7.164955927389547e-05,-223.62534007239447,-223.62534129886012,-223.6253410546051
-120,-6.202434279576163e-05,-6.202434329562949e-05,-6.20243432820418e-05,-193.58409112285153,-193.58409268298843,-193.5840926405799
-110,-5.3673480140592134e-05,-5.3673480355385466e-05,-5.367348073284243e-05,-167.52022515790304,-167.52022582829423,-167.52022700637463
-100,-4.642875747785692e-05,-4.642875758271252e-05,-4.6428757596949465e-05,-144.9087312042975,-144.90873153156218,-144.90873157599708
-90,-4.0144177715823733e-05,-4.0144177257504526e-05,-4.014417702381135e-05,-125.29393793952477,-125.29393650906532,-125.29393577968585
-80,-3.469302285360221e-05,-3.469302298015922e-05,-3.469302304465009e-05,-108.28034598502563,-108.28034638002254,-108.28034658130491
-70,-2.9965312095475066e-05,-2.996531207539363e-05,-2.9965311984145477e-05,-93.52469443032169,-93.52469436764554,-93.52469408285106
-60,-2.5865582578499406e-05,-2.5865582520410083e-05,-2.5865582414903933e-05,-80.72903426497942,-80.72903408367692,-80.72903375438182
-50,-2.2310968676031357e-05,-2.2310968818415146e-05,-2.2310968922674097e-05,-69.63473369547864,-69.63473413987249,-69.63473446527496
-40,-1.9229526154207858e-05,-1.9229526101170788e-05,-1.9229526043409782e-05,-60.01724767230917,-60.01724750677525,-60.017247326497454
-30,-1.655876499551071e-05,-1.655876498953423e-05,-1.655876498713698e-05,-51.681538687611464,-51.681538668958275,-51.681538661476225
-20,-1.4244360742382844e-05,-1.424436074570253e-05,-1.4244360711405635e-05,-44.45805475150701,-44.45805476186808,-44.45805465482408
-10,-1.2238997695409646e-05,-1.2238997760393512e-05,-1.2238997765159653e-05,-38.19911889953073,-38.19911910235179,-38.19911911722738
0,-1.0501302027558814e-05,-1.0501302032610834e-05,-1.0501302030859817e-05,-32.77559933695011,-32.77559935271796,-32.775599347252864
10,-8.99479557142714e-06,-8.994795552627846e-06,-8.994795569245121e-06,-28.07364410557784,-28.073644046903393,-28.073644098767545
20,-7.686769265183899e-06,-7.686769264842936e-06,-7.686769253285368e-06,-23.99116499745287,-23.99116499638869,-23.991164960316382
30,-6.546901179787796e-06,-6.54690116943183e-06,-6.546901166378637e-06,-20.433524281485006,-20.433524249163018,-20.433524239633698
40,-5.5453186774749305e-06,-5.545318683323628e-06,-5.545318683200399e-06,-17.307486508972943,-17.307486527227304,-17.307486526842695
50,-4.649581414956786e-06,-4.6495814142530766e-06,-4.649581413147761e-06,-14.51180216902867,-14.511802166832325,-14.511802163382526
60,-3.8196928354348985e-06,-3.819692844818879e-06,-3.819692847874272e-06,-11.921638063155115,-11.921638092443443,-11.921638101979624
70,-2.9997100828628985e-06,-2.9997100866708753e-06,-2.9997100873574844e-06,-9.362391020171344,-9.362391032056415,-9.36239103419939
80,-2.1039400966253132e-06,-2.10394009188706e-06,-2.1039400922985745e-06,-6.5666045462712646,-6.566604531482709,-6.566604532767087
90,-9.957876300103961e-07,-9.957876301320368e-07,-9.957876297493e-07,-3.1079514045268297,-3.1079514049064825,-3.1079514037119225
100,5.397244543612003e-07,5.397244553831281e-07,5.397244550885399e-07,1.684533253312111,1.6845332565016484,1.6845332555822097
"{'distance': [0.42, 0.587, 0.764, 0.843, 0.932], 'solute_1': [11.88, -10.43, 15.42, -9.99, 13.3]}","{'solute_1i': '40.0 mM', 'solute_1e': '93.0 M'}"
voltage,current,solute_1
-150,-9.552776931845496e-05,-298.15158963313036
-140,-8.274293618981037e-05,-258.2488645125168
-130,-7.164955935215303e-05,-223.6253412988547
-120,-6.202434329562922e-05,-193.58409268298757
-110,-5.367348035539284e-05,-167.52022582831722
-100,-4.6428757582712786e-05,-144.908731531563
-90,-4.0144177257500596e-05,-125.29393650905305
-80,-3.4693022980160216e-05,-108.28034638002565
-70,-2.9965312075392318e-05,-93.52469436764144
-60,-2.586558252040866e-05,-80.72903408367247
-50,-2.231096881841644e-05,-69.63473413987653
-40,-1.9229526101170134e-05,-60.0172475067732
-30,-1.6558764989534202e-05,-51.68153866895818
-20,-1.4244360745702192e-05,-44.45805476186702
-10,-1.2238997760393555e-05,-38.19911910235192
0,-1.050130203261082e-05,-32.77559935271792
10,-8.994795552627975e-06,-28.07364404690379
20,-7.686769264842855e-06,-23.991164996388438
30,-6.546901169431813e-06,-20.43352424916296
40,-5.545318683323628e-06,-17.307486527227304
50,-4.64958141425307e-06,-14.511802166832304
60,-3.819692844818896e-06,-11.921638092443496
70,-2.99971008667088e-06,-9.36239103205643
80,-2.103940091887065e-06,-6.566604531482726
90,-9.957876301320294e-07,-3.1079514049064594
100,5.397244553831195e-07,1.6845332565016218
"{'distance': [0.42, 0.587, 0.764, 0.843, 0.932], 'solute_1': [11.88, -10.43, 15.42, -9.99, 13.3]}","{'solute_1i': '40.0 mM', 'solute_1e': '93.0 M'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,607069839286.74316,21.786922121715019,607069839264.9563,27863955995.95396,2.2532406602817083e+18,3.2586058296146803e-09,1.0440595870492286e-15,607069655718.7699,0.0,4.0732903905566872e-09,6.5156297602159954e-09
-140,433826195658.49481,23.208297999333606,433826195635.2865,18692719115.850353,2.0620075683048612e+19,2.5756889954209328e-09,8.252540361144978e-16,433826003178.75317,-7.4505805969238281e-09,3.2827250916376734e-09,5.1986790189671251e-09
-130,310022288433.21234,24.722404248603095,310022288408.48993,12540135065.978857,1.5920600599494828e+19,4.695976940638502e-09,1.5045880123396027e-15,310022086131.25726,-7.4505805969238281e-09,5.7530376183166068e-09,9.3787361726111428e-09
-120,221549159379.66833,26.335290586534956,221549159353.33304,8412633938.9224291,3.2394990159356038e+17,4.310749091018806e-09,1.381165147529284e-15,221548946414.72272,3.7252902984619141e-09,5.4646316890021992e-09,8.5783919411030248e-09
-110,158324220957.60815,28.053401412867224,158324220929.55475,5643672887.5590019,6.8824342975254093e+17,4.998412350687431e-09,1.6014885815054947e-15,158323996528.15356,1.1175870895385742e-08,7.0333826233073271e-09,1.0004468860064144e-08
-100,113142223155.73027,29.883601559112655,113142223125.84666,3786097299.2804766,3.3899956584347021e+19,2.801044729494606e-09,8.974551245384543e-16,113141986477.2099,1.862645149230957e-09,3.7190322662325369e-09,5.6170788160754895e-09
-90,80854127844.789886,31.833203717471321,80854127812.95668,2539930588.2748442,5.9693676603968602e+17,1.604604449312319e-09,5.141151176654701e-16,80853878133.087234,1.862645149230957e-09,2.2136615274488869e-09,3.186871532293023e-09
-80,57780313417.58548,33.909997659201821,57780313383.675484,1703931507.1113315,4.2321162571707104e+17,1.7142980368589633e-09,5.492635968447346e-16,57780049876.613914,-1.862645149230957e-09,2.3674494740483171e-09,3.3469542846855521e-09
-70,41291237266.344643,36.122281359195057,41291237230.222359,1143096053.5341108,8.5544158654795725e+17,2.35741026699543e-09,7.553162197256047e-16,41290959078.566132,1.862645149230957e-09,3.0828087307366295e-09,4.7148664985251221e-09
-60,29507767499.967903,38.478894151111049,29507767461.48901,766855912.85673392,4.6098061900185774e+18,2.0954757928848267e-09,6.713921953116486e-16,29507473819.018997,-3.7252902984619141e-09,2.6375521989727928e-09,4.2201360800006582e-09
-50,21087033065.13303,40.98925204555249,21087033024.14378,514452740.96971631,1.6382538312538192e+17,7.566995918750763e-10,2.424445464267039e-16,21086723010.022667,-1.3969838619232178e-09,9.4933822277367027e-10,1.3970569406190902e-09
-40,15069387294.772526,43.663385352391082,15069387251.10914,345126406.78575557,2.3402737755956157e+17,3.434251993894577e-09,1.1003364560648043e-15,15069059945.391941,2.7939677238464355e-09,4.1957994216830191e-09,6.8686101112325204e-09
