"{'distance': [0.068, 0.161, 0.256, 0.832, 0.998], 'solute_1': [8.67, -18.4, 18.09, -6.6, 10.93]}","{'solute_1i': '335.0 nM', 'solute_1e': '345.0 uM'}"
-10,-4.663423540967118e-10,-0.0009703336539673569
0,-4.1802830224193887e-10,-0.000869805040037326
10,-3.6943675188875993e-10,-0.0007686990259857676
20,-3.2974087473408605e-10,-0.0006861025275365918
30,-2.885975869981047e-10,-0.0006004943549690069
40,-2.1353803956394735e-10,-0.00044431552135652797
50,-1.7205008465879483e-10,-0.0003579901886366934
60,9.984152012868149e-11,0.000207743487575284
70,6.235429491887356e-10,0.0012974260282745227
80,1.8006240864632604e-09,0.003746616908995548
90,5.545082554134214e-09,0.011537833029825664
100,1.3083484233344098e-08,0.027223229782239074
"{'distance': [0.068, 0.161, 0.256, 0.832, 0.998], 'solute_1': [8.67, -18.4, 18.09, -6.6, 10.93]}","{'solute_1i': '335.0 nM', 'solute_1e': '345.0 uM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,12985061775811790.0,0.0036293920905703199,12985061775811790.0,3.5777511637689518e+18,10032827584425666.0,1.0899337113908798,5.238221416944568e-07,1390838.0117922076,1.8303558073338611,1.3573369813603036,2.0139625816588893
-140,10639780460024644.0,0.0042762017161942587,10639780460024644.0,2.4881381109153695e+18,13397941111351228.0,2.0832119922554875,1.0011916834779873e-06,1292604.9253037688,1.1230766523873432,1.6640828622322195,2.8028798655631606
-130,8718090095522942.0,0.0038154750022323354,8718090095522942.0,2.2849291609621903e+18,26634972388926808.0,1.9778448883468882,9.505522533395145e-07,1201291.9904650832,0.46289642326332103,1.6609228067539743,2.9846352953504263
-120,7143484262854912.0,0.0034043879262122515,7143484262854912.0,2.0983167657990164e+18,30625378216962712.0,0.3217776987336003,1.546463620113683e-07,1116312.8089714129,0.32987032964284302,0.30714467831696668,0.6064768269582117
-110,5853274677368004.0,0.003037592212072894,5853274677368004.0,1.9269455110215898e+18,45159534177318448.0,0.16802701291478161,8.075378240684405e-08,1037138.1360864537,0.18330062156585766,0.16149911111788798,0.26759512878252523
-100,4796095441118759.0,0.0027103158179484837,4796095441118759.0,1.7695706933330972e+18,21409438362567524.0,0.03184871133285361,1.5306490666569443e-08,963291.65349734121,0.31680851242900004,0.2932440791433889,0.58368801109079815
-90,3929858061889314.0,0.0024183008515184711,3929858061889314.0,1.625049281780521e+18,39639472438570768.0,0.5181043927399522,2.4900097115082104e-07,894345.39134739968,0.14020485240794356,0.50665744336178742,0.84284848221499831
-80,3220075824467376.0,0.0021577481744845589,3220075824467376.0,1.4923316180010604e+18,46830396093775760.0,0.17277679265325946,8.303652654915649e-08,829914.8493609596,0.097241570803097879,0.44431909261704966,0.7821062649490661
-70,2638490804007825.5,0.0019252679754745909,2638490804007825.5,1.370453795325516e+18,1.555946860769672e+17,0.4673594798562286,2.2461296601890346e-07,769653.93526897649,0.023981373267329058,0.40569847363258926,0.66716217582871973
-60,2161948860087884.0,0.0017178356683228209,2161948860087884.0,1.2585306615496379e+18,1.6156609236026403e+17,0.10101489089787918,4.8547756565520734e-08,713249.90469260106,0.018923774919946578,0.10385349887354353,0.16822880455364309
-50,1771477822680743.2,0.0015327525419596109,1771477822680743.2,1.1557493947561321e+18,39633371747689880.0,0.1968319170083932,9.459741931423377e-08,660418.55721433309,0.063210088073063164,0.22785157138547876,0.38322452346634811
-40,1451532170753621.0,0.0013676106499624478,1451532170753621.0,1.0613636057846417e+18,1.0063611182547896e+17,0.03396063313637043,1.632148028533963e-08,610900.03655523108,0.020397799091209513,0.061372764887982989,0.10380518504408018
-30,1189374132603786.7,0.0012202614829785053,1189374132603786.7,9.7468792483777626e+17,9143527847463836.0,0.35382699068957724,1.7004925172541082e-07,564455.7223209308,0.18395582664275759,0.27376340843860414,0.44973541961666291
-20,974566568270689.87,0.0010887880164444374,974566568270689.87,8.9509303330987162e+17,1.0874187830981931e+17,0.029297232528889893,1.4080249953384483e-08,520866.89896287309,0.012674221411796777,0.059529361078290752,0.1020500819763137
-10,798557444631857.87,0.00097147976994197565,798557444631857.87,8.2200110526187686e+17,76974156879421840.0,0.010860886046726748,5.219741834056875e-09,479936.08612136071,0.014671170901556389,0.011499810086526955,0.019642263526249041
0,654339360278979.0,0.00086681055370953957,654339360278979.0,7.5488162607009766e+17,25817547482847308.0,0.05693717151128894,2.7364004628325468e-08,441491.87658151792,0.035841604531001728,0.10938920609757463,0.18680238274801583
10,536170565152644.25,0.00077341861279017223,536170565152644.25,6.932475586776535e+17,1.0650270497316352e+17,0.10233890809452362,4.9184079230228056e-08,405397.36224650184,0.007119279147921688,0.089689080659373976,0.15022033213370928
20,439346368143177.75,0.00069008891048956704,439346368143177.75,6.3665183060468826e+17,83481258235848144.0,0.02488425839066538,1.1959374582553783e-08,371560.32763842051,0.0074422453200493222,0.037473926864556133,0.060456022853332986
30,360011831909794.19,0.00061573732065053931,360011831909794.19,5.8468411745683072e+17,78380154329623584.0,0.025509402471406872,1.2259818827758144e-08,339941.31795465603,0.0064951022633376373,0.02092823019422323,0.035781163941008817
40,295008297895660.75,0.00054939652308416112,295008297895660.75,5.3696790114281254e+17,30924009836012672.0,0.05583970569787411,2.6836562558398298e-08,310556.9389001258,0.013489607377454345,0.0406505835852079,0.069507332247135317
50,241747631362301.94,0.00049020341865597603,241747631362301.94,4.9315778340574982e+17,32997050630000196.0,0.07597444435209866,3.6513317955618616e-08,283482.72931761382,0.010359248905825831,0.057035592194950004,0.09773227764371975
60,198109179853813.19,0.00043738790029654957,198109179853813.19,4.529370376260864e+17,46677804067919936.0,0.0068455482366651665,3.289970482541279e-09,258862.65667786353,0.0060007903228497597,0.0075513433285785345,0.012639912175046996
70,162355342765534.75,0.00039026283384629794,162355342765534.75,4.1601538421021453e+17,86087797406178928.0,0.01260262721868699,6.056822641300968e-09,236898.38187904659,0.0026662604755083004,0.012560384046289187,0.021499756044782208
80,133062390633719.34,0.00034821511838457376,133062390633719.34,3.8212697728638918e+17,31634400726463556.0,0.00759388836694086,3.649622749151777e-09,217696.23062804161,0.005945977650590688,0.0064517346079799752,0.010753102354204621
90,109063779880669.42,0.00031069770973717064,109063779880669.42,3.5102859294627578e+17,50307962418024080.0,0.003586021156289889,1.7234417677129207e-09,200890.12678804481,0.0030641017103410534,0.0046533372143584733,0.007747329479820834
100,89403706214350.984,0.00027722250338743366,89403706214350.984,3.2249801196479494e+17,32600030661092816.0,0.0005433627190620169,2.611401227812057e-10,185583.07102729793,0.0038752873856746323,0.0047144879352569438,0.009356845926834733
"{'distance': [0.068, 0.161, 0.256, 0.832, 0.998], 'solute_1': [8.67, -18.4, 18.09, -6.6, 10.93]}","{'solute_1i': '335.0 nM', 'solute_1e': '345.0 uM'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,4.816519044974691e-07,-2.303303875162104e-09,-4.217023719698767e-08,1.0021887317883253,-0.00479255904111965,-0.08774497960255445
-140,5.954765542031917e-07,-2.0551412727283457e-09,-4.057151292747956e-07,1.2390273703770114,-0.0042761990693473695,-0.8441846218784761
-130,-7.190415711860423e-07,-1.8337097133318906e-09,2.3151068215347226e-07,-1.4961331069206039,-0.0038154592453847076,0.48171178142628435
-120,1.4410023607016478e-07,-1.6361454478928395e-09,-1.0546125941203518e-08,0.29983403260541985,-0.003404380873684643,-0.02194366612818044
-110,6.284324646788642e-08,-1.4598629785528204e-09,-1.791053593895763e-08,0.13075998016622226,-0.0030375842250370795,-0.03726703274855936
-100,3.4802255057428233e-10,-1.3025675204862828e-09,-1.495846811599516e-08,0.0007241418031092017,-0.002710294466263593,-0.031124569529744406
-90,7.89939996934745e-08,-1.1622341142223316e-09,-1.7000697145734654e-07,0.16436537597477008,-0.0024182981985483385,-0.35373901676518216
-80,-5.9197723351971776e-08,-1.0370141571022215e-09,-8.407354070625872e-08,-0.12317462203905905,-0.0021577489744116136,-0.17493454162767108
-70,6.912980307808941e-08,-9.252802859161977e-10,-1.5548316294081405e-07,0.1438406223014761,-0.0019252606864673277,-0.3235188575547525
-60,-1.3495998222767481e-08,-8.255744386270795e-10,3.5051758342753256e-08,-0.02808156101283288,-0.0017177994977675395,0.0729333298850463
-50,-3.2452528221730886e-09,-7.366864969028775e-10,9.135216649206069e-08,-0.006752502751088407,-0.001532847475869491,0.1900794142573048
-40,-1.638710420622599e-08,-6.572965852400429e-10,-6.562392088636102e-11,-0.03409717895594255,-0.0013676583130254744,-0.0001365458195721203
-30,-1.0865696436272007e-07,-5.855430288349589e-10,6.139228736269075e-08,-0.22608606817045374,-0.0012183583621201807,0.1277409225191235
-20,-4.871687470125397e-09,-5.233279672457453e-10,-1.4603577920630228e-08,-0.01013667804853391,-0.001088905466595392,-0.030386137995485285
-10,3.336355460215294e-11,-4.663423540967118e-10,-5.186378279454722e-09,6.942062963410933e-05,-0.0009703336539673569,-0.010791465417092638
0,-2.7782032930567406e-08,-4.1802830224193887e-10,-7.120835871519545e-10,-0.05780697655132627,-0.000869805040037326,-0.001481655403978266
10,-3.6467382563618656e-08,-3.6943675188875993e-10,1.2716696666609399e-08,-0.07587886509283948,-0.0007686990259857676,0.02646004300168414
20,1.1629633707819697e-08,-3.2974087473408605e-10,4.022958412395279e-09,0.02419815586312879,-0.0006861025275365918,0.00837069998417661
30,4.934713195056839e-09,-2.885975869981047e-10,-7.325105632701303e-09,0.010267817717554806,-0.0006004943549690069,-0.015241584753852067
40,-1.691614997855034e-08,-2.1353803956394735e-10,9.92041257984796e-09,-0.035197981644923715,-0.00044431552135652797,0.020641724052950394
50,-1.3200301722494175e-08,-1.7205008465879483e-10,2.331301623312444e-08,-0.02746629571888093,-0.0003579901886366934,0.04850814863321773
60,-1.589928943907386e-09,9.984152012868149e-11,1.700041538633893e-09,-0.003308216695604216,0.000207743487575284,0.0035373315410609507
70,1.5139742129294924e-09,6.235429491887356e-10,-4.5428484283714755e-09,0.0031501752245723935,0.0012974260282745227,-0.009452451994114597
80,4.384594582178981e-09,1.8006240864632604e-09,7.34971833027204e-10,0.009123168086098588,0.003746616908995548,0.0015292797191577279
90,3.821640786421293e-09,5.545082554134214e-09,4.6703328436605705e-09,0.007951811873535775,0.011537833029825664,0.009717712949772306
100,1.3344624356125304e-08,1.3083484233344098e-08,1.318373516148443e-08,0.02776659250130109,0.027223229782239074,0.027431825138336308
"{'distance': [0.068, 0.161, 0.256, 0.832, 0.998], 'solute_1': [8.67, -18.4, 18.09, -6.6, 10.93]}","{'solute_1i': '335.0 nM', 'solute_1e': '345.0 uM'}"
voltage,current,solute_1
-150,-2.3033016052168145e-09,-0.0047925543179709
-140,-2.055138465215148e-09,-0.004276193227663646
-130,-1.8337128675052822e-09,-0.0038154658083755354
-120,-1.636144046703537e-09,-0.0034043779581846376
-110,-1.4598616129996943e-09,-0.0030375813836864217
-100,-1.3025721078490832e-09,-0.002710304011338084
-90,-1.1622291560181424e-09,-0.002418287881852148
-80,-1.0370068248678541e-09,-0.0021577337179938703
-70,-9.252758160713274e-10,-0.0019252513859162035
-60,-8.255821626682171e-10,-0.0017178155694303312
-50,-7.36627975973487e-10,-0.001532725709474588
-40,-6.572536563744327e-10,-0.0013675689895431393
-30,-5.864206604105195e-10,-0.0012201844785903442
-20,-5.231914025549149e-10,-0.0010886213120160527
-10,-4.666983139088399e-10,-0.0009710743110878899
0,-4.160773079866848e-10,-0.0008657455430434557
10,-3.7030690117426294e-10,-0.0007705095738124489
20,-3.27721716807845e-10,-0.000681901200182782
30,-2.846641128772714e-10,-0.0005923098478511681
40,-2.3154806558322135e-10,-0.00048178956634045223
50,-1.415137067094553e-10,-0.0002944521571149715
60,6.109167907492673e-11,0.0001271154371097102
70,5.867376871143011e-10,0.0012208441263302145
80,1.9698493347524433e-09,0.004098729369022978
90,5.3802082475587016e-09,0.011194773715269874
100,1.2722236535221611e-08,0.026471569985895987
"{'distance': [0.068, 0.161, 0.256, 0.832, 0.998], 'solute_1': [8.67, -18.4, 18.09, -6.6, 10.93]}","{'solute_1i': '335.0 nM', 'solute_1e': '345.0 uM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,12985061775811790.0,0.0036293920905703199,12985061775811790.0,3.5777511637689518e+18,10032827584425666.0,2.154201342694383,1.0353091652989206e-06,1606453.7941082565,1.7525234222401687,3.0465006919750333,4.3084026853887609
-140,10639780460024644.0,0.0042762017161942587,10639780460024644.0,2.4881381109153695e+18,13397941111351228.0,1.222299547577944,5.874371625659599e-07,1505675.9185692538,-0.10074615478507676,1.728591831586652,2.4445990951558834
-130,8718090095522942.0,0.0038154750022323354,8718090095522942.0,2.2849291609621903e+18,26634972388926808.0,2.266634700268514,1.089344636949048e-06,1409696.2253573295,-1.9536170959452077,3.20550522116796,4.5332694005370211
-120,7143484262854912.0,0.0034043879262122515,7143484262854912.0,2.0983167657990164e+18,30625378216962712.0,0.6709864041526377,3.2247606583575765e-07,1317751.5674622108,1.190530776975895,0.9489171877650695,1.3419728083052795
-110,5853274677368004.0,0.003037592212072894,5853274677368004.0,1.9269455110215898e+18,45159534177318448.0,0.7390575086506962,3.5519103865752457e-07,1229235.2735336323,-0.67206573486207466,1.0451842243874905,1.4781150173014002
-100,4796095441118759.0,0.0027103158179484837,4796095441118759.0,1.7695706933330972e+18,21409438362567524.0,1.1270602686900935,5.416651651324589e-07,1143725.4080089643,0.45468139648332695,1.5939039134000734,2.2541205373801954
-90,3929858061889314.0,0.0024183008515184711,3929858061889314.0,1.625049281780521e+18,39639472438570768.0,1.261945614699819,6.064910624247329e-07,1061001.9146323611,-1.4328804016071337,1.7846605462995671,2.5238912293996338
-80,3220075824467376.0,0.0021577481744845589,3220075824467376.0,1.4923316180010604e+18,46830396093775760.0,1.2702286101964253,6.10471870060402e-07,981045.04919971956,-1.8378601074151089,1.7963729165052749,2.5404572203928586
-70,2638490804007825.5,0.0019252679754745909,2638490804007825.5,1.370453795325516e+18,1.555946860769672e+17,0.6203191805774931,2.981253981855432e-07,904010.56791100546,-1.2623977661074934,0.87726036740601121,1.2406383611549812
-60,2161948860087884.0,0.0017178356683228209,2161948860087884.0,1.2585306615496379e+18,1.6156609236026403e+17,0.16107127150848033,7.741085308697565e-08,830182.70291923196,-0.20751953124882627,0.22778648415075659,0.32214254301695183
-50,1771477822680743.2,0.0015327525419596109,1771477822680743.2,1.1557493947561321e+18,39633371747689880.0,0.37483247902707784,1.8014448942041358e-07,759912.20500376972,0.07699966430610683,0.53009126088886727,0.749664958054161
