"{'distance': [0.048, 0.147, 0.265, 0.456, 0.563], 'solute_1': [7.74, -7.8, 0.71, -5.2, 6.46]}","{'solute_1i': '19.0 uM', 'solute_1e': '91.0 mM'}"
-60,7006456034.2661438,22262.040967834768,7006433772.2251759,314726.58074744348,11837579994466272.0,6.854534149169922e-07,2.2026824808563106e-13,-7.3015689849853516e-07,-325864958.31815177,1.401829531793126e-06,2.0512961782515049e-06
-50,8079759318.7878599,31578.705893917038,8079727740.0819664,255861.00158538329,1.175358827530937e+17,4.172325134277344e-07,1.3500311979441904e-13,0.0,-309388887.52107573,5.5109006971804982e-07,7.3149567469954491e-07
-40,9334363325.0077744,44794.395418431443,9334318530.6123562,208382.39332876421,26645774076465784.0,5.21540641784668e-07,1.7053025658242404e-13,2.1354142711265888e-06,-294454898.88801998,7.6415347125370671e-07,1.2030359357595444e-06
-30,10799965460.056549,63540.851472615526,10799901919.205076,169968.85011386819,69596986850817168.0,1.043081283569336e-06,3.339550858072471e-13,4.7043471237305205e-07,-280857631.82742894,1.3550954736815167e-06,2.2408785298466682e-06
-20,12511181238.548712,90132.700043178018,12511091105.848669,138808.45944429978,19700988072154244.0,3.8743019104003906e-07,1.2256862191861728e-13,-4.4462586141788291e-06,-268407506.33255506,4.7528211512372928e-07,7.5157731771469116e-07
-10,14508355113.123264,127853.23817347163,14508227259.885092,113476.63399372245,16187340155249718.0,3.725290298461914e-08,1.0658141036401503e-14,1.0144759819859109e-07,-256938116.90580472,5.9152073034098475e-08,1.0075746104121208e-07
0,16838505252.069218,181359.82283468387,16838323892.246384,92845.840875231399,1.3589614974752342e+17,9.499490261077881e-07,3.0464519795714295e-13,2.2635612202447515e-08,-246309484.36352292,1.1168083407750904e-06,1.6163685359060764e-06
10,19556424370.812939,257258.91505384317,19556167111.897884,76018.45155383581,23111491069029056.0,5.718320608139038e-07,1.829647544582258e-13,-2.455585612161356e-07,-236408339.88073736,6.7292634174729121e-07,1.0051880963146687e-06
20,22725962374.245522,364921.78002957109,22725597452.465492,62276.256496402995,55323112785261576.0,8.009374141693115e-07,2.566835632933362e-13,4.2855907049868137e-07,-227146720.67418686,1.0138002768365887e-06,1.4595570974051952e-06
30,26421520819.643635,517641.55777489481,26421003178.085861,51042.116736565193,70927162027193608.0,1.2852251529693604e-07,4.1300296516055823e-14,-2.7580365896047623e-07,-218459982.23382682,1.256624570966932e-07,1.8466380424797535e-07
40,30729794164.769878,734274.56786467042,30729059890.202015,41850.549521461151,44700459492002576.0,1.2293457984924316e-07,3.952393967665557e-14,2.8865213807188161e-07,-210305072.56388873,2.3900788725814248e-07,3.172608558088541e-07
50,35751798538.536964,1041568.5002773892,35750756970.03669,34324.961372214682,6606429229234509.0,1.0030344128608704e-06,3.2152058793144533e-13,2.8169337345508908e-07,-202659691.01468679,1.3103494959715627e-06,1.8857535906136036e-06
60,41605235497.425308,1477464.9541859585,41603758032.471123,28159.879785675606,27125329196131284.0,8.121132850646973e-07,2.602362769721367e-13,8.1850884427056242e-07,-195522823.75164315,1.1281453931709912e-06,1.6076373867690563e-06
70,48427246066.993942,1893069.0142006744,48425352997.979744,25581.342097790221,30494175247552164.0,5.811452865600586e-07,1.8618440122963875e-13,-1.9339786904692462e-07,-188917125.92387316,8.044254619071868e-07,1.1548982001841068e-06
80,56377619497.630219,2049097.2476156699,56375570400.382607,27513.393794868072,1.0526543262796518e+17,1.0021030902862549e-06,3.2107649872159527e-13,-1.2556124671354978e-07,-182893708.29921532,1.4092042946552892e-06,2.0299339666962624e-06
90,65642531800.720268,2217985.450445401,65640313815.269821,29595.564654194812,89523186252743552.0,1.2684613466262817e-06,4.0639713816403855e-13,2.7552690714511872e-06,-177540086.03762552,1.6753441136647848e-06,2.5403860490769148e-06
100,76438901524.522614,2400793.5514587089,76436500730.971161,31839.014844936901,6950280939012502.0,4.0885061025619507e-07,1.3100631690576847e-13,-5.8460222131119723e-06,-172992372.7331118,5.548020963145324e-07,8.5559440776705742e-07
"{'distance': [0.048, 0.147, 0.265, 0.456, 0.563], 'solute_1': [7.74, -7.8, 0.71, -5.2, 6.46]}","{'solute_1i': '19.0 uM', 'solute_1e': '91.0 mM'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-102.75931038978347,-102.75931038978378,-102.75931038978354,-320721942.53989846,-320721942.53989947,-320721942.5398987
-140,-93.62567940344145,-93.62567940344204,-93.62567940344148,-292214979.4114902,-292214979.411492,-292214979.41149026
-130,-84.36887942661004,-84.36887942661009,-84.36887942661001,-263323593.71601138,-263323593.71601152,-263323593.7160113
-120,-75.08218835933421,-75.08218835933457,-75.08218835933421,-234338914.97919542,-234338914.97919655,-234338914.97919545
-110,-65.89830847870324,-65.89830847870323,-65.89830847870324,-205675120.09582788,-205675120.09582782,-205675120.09582785
-100,-56.980330452878235,-56.98033045287839,-56.980330452878235,-177841231.12633657,-177841231.12633705,-177841231.12633657
-90,-48.504768946115576,-48.50476894611595,-48.50476894611557,-151388167.74692753,-151388167.7469287,-151388167.7469275
-80,-40.639451342298095,-40.63945134229788,-40.639451342298074,-126839735.77496284,-126839735.77496219,-126839735.77496278
-70,-33.52139798817365,-33.52139798817367,-33.52139798817364,-104623589.22650953,-104623589.22650957,-104623589.2265095
-60,-27.24032655131929,-27.240326551319487,-27.240326551319267,-85019745.79063448,-85019745.79063511,-85019745.79063442
-50,-21.831573180500783,-21.831573180500648,-21.831573180500783,-68138493.07272404,-68138493.07272363,-68138493.07272404
-40,-17.278968936837302,-17.27896893683713,-17.278968936837146,-53929366.21984176,-53929366.21984124,-53929366.21984128
-30,-13.525216772151724,-13.52521677215139,-13.525216772151547,-42213535.49360713,-42213535.49360609,-42213535.493606575
-20,-10.48584437606489,-10.485844376064767,-10.485844376064884,-32727354.48210016,-32727354.48209977,-32727354.48210014
-10,-8.06304444484271,-8.063044444842706,-8.063044444842717,-25165556.943953525,-25165556.943953514,-25165556.94395355
0,-6.156987910486994,-6.156987910487299,-6.15698791048701,-19216566.512131695,-19216566.512132645,-19216566.512131743
10,-4.673652527797208,-4.673652527797378,-4.673652527797195,-14586930.486258455,-14586930.486258984,-14586930.486258412
20,-3.5292955662681917,-3.5292955662684413,-3.5292955662681846,-11015279.545156654,-11015279.545157433,-11015279.545156632
30,-2.6522612737144327,-2.6522612737143914,-2.6522612737144304,-8277969.019083748,-8277969.019083619,-8277969.01908374
40,-1.9829519920483105,-1.9829519920482723,-1.9829519920483119,-6188988.739226937,-6188988.739226818,-6188988.739226941
50,-1.4726842387588022,-1.4726842387584882,-1.4726842387588097,-4596392.7551772855,-4596392.755176306,-4596392.755177309
60,-1.081946587282927,-1.0819465872831873,-1.081946587282931,-3376862.0077494606,-3376862.0077502728,-3376862.0077494727
70,-0.7783627207265766,-0.7783627207264,-0.7783627207265862,-2429346.818747118,-2429346.818746567,-2429346.818747148
80,-0.534476240921242,-0.5344762409209323,-0.5344762409212533,-1668153.0615519416,-1668153.0615509748,-1668153.061551977
90,-0.32531703197197365,-0.32531703197156725,-0.32531703197191336,-1015346.5417352486,-1015346.5417339802,-1015346.5417350605
100,-0.12557071170011996,-0.1255707117000133,-0.1255707117001443,-391918.5758430711,-391918.57584273815,-391918.575843147
"{'distance': [0.048, 0.147, 0.265, 0.456, 0.563], 'solute_1': [7.74, -7.8, 0.71, -5.2, 6.46]}","{'solute_1i': '19.0 uM', 'solute_1e': '91.0 mM'}"
voltage,current,solute_1
-150,-102.75931038978337,-320721942.53989816
-140,-93.62567940344161,-292214979.4114907
-130,-84.3688794266102,-263323593.71601188
-120,-75.0821883593345,-234338914.9791963
-110,-65.89830847870323,-205675120.09582782
-100,-56.98033045287839,-177841231.12633705
-90,-48.50476894611565,-151388167.74692774
-80,-40.63945134229796,-126839735.77496243
-70,-33.52139798817397,-104623589.22651052
-60,-27.240326551319413,-85019745.79063487
-50,-21.83157318050042,-68138493.07272291
-40,-17.278968936837057,-53929366.219841
-30,-13.525216772151161,-42213535.493605375
-20,-10.485844376065149,-32727354.482100964
-10,-8.063044444842706,-25165556.943953514
0,-6.156987910486382,-19216566.512129784
10,-4.673652527797836,-14586930.486260414
20,-3.529295566269167,-11015279.545159698
30,-2.652261273714086,-8277969.019082665
40,-1.982951992048769,-6188988.739228368
50,-1.472684238759787,-4596392.755180359
60,-1.0819465872816978,-3376862.0077456236
70,-0.778362720727775,-2429346.8187508583
80,-0.5344762409231094,-1668153.0615577698
90,-0.3253170319724457,-1015346.541736722
100,-0.12557071170316436,-391918.5758525729
"{'distance': [0.048, 0.147, 0.265, 0.456, 0.563], 'solute_1': [7.74, -7.8, 0.71, -5.2, 6.46]}","{'solute_1i': '19.0 uM', 'solute_1e': '91.0 mM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,12391391507.803862,957.41630595484958,12391390550.387556,12942532.345368497,40954976075456168.0,1.1324882507324219e-06,3.552713678800501e-13,537068396.18151593,4.3839433267534889e-07,8.9206757998322698e-07,1.5463447198271751e-06
-140,11378364750.782463,1358.0950635870322,11378363392.687399,8378179.8902424853,14168093567203352.0,5.364418029785156e-07,1.7053025658242404e-13,511400692.88332707,1.1645644896836757e-06,7.6904835678066054e-07,1.3813842087984085e-06
-130,10448737643.601599,1926.457895345734,10448735717.143703,5423807.9476563921,67599819260658744.0,8.642673492431641e-07,2.8421709430404007e-13,486915632.50803274,2.245324078132788e-07,1.1196852523943033e-06,1.8682330846786499e-06
-120,9595692282.081089,2732.6805921359423,9595689549.4004974,3511457.6909190905,2.4620054271241162e+17,9.834766387939453e-07,3.126388037344441e-13,463644338.24324548,5.6812796079267264e-08,1.0323072342383992e-06,1.9801664166152477e-06
-110,8812972079.3587322,3876.3075158184429,8812968203.0512161,2273548.2268614499,45006280744449064.0,5.662441253662109e-07,1.8474111129762605e-13,441701313.4823941,2.8728013859445374e-07,8.6028802635220543e-07,1.4454708434641361e-06
-100,8094835879.826601,5498.5423471851773,8094830381.2842541,1472178.5099955669,25896697935410988.0,1.4901161193847656e-07,4.973799150320701e-14,421224395.88901317,4.6408806266019286e-07,1.7723027034369236e-06,3.5316916182637215e-06
-90,7436015850.9870548,7799.6825123935232,7436008051.3045425,953374.17121419881,13806480302391084.0,2.086162567138672e-07,7.105427357601002e-14,402285684.13048398,8.1775412527923728e-07,3.2556104132935095e-07,4.9883965402841568e-07
-80,6831678844.404727,11063.849917474967,6831667780.5548096,617477.54130452615,23201924716234840.0,2.2351741790771484e-07,7.105427357601002e-14,384835665.0126183,4.6659121407321473e-07,7.7483575537065482e-07,1.5217810869216919e-06
-70,6277390942.3578835,15694.071496103325,6277375248.2863874,399984.85695165175,47275743204096912.0,1.430511474609375e-06,4.618527782440651e-13,368718278.58890802,2.27705967732756e-07,1.3238748146015783e-06,2.6312191039323807e-06
-60,7006456034.2661438,22262.040967834768,7006433772.2251759,314726.58074744348,11837579994466272.0,6.407499313354492e-07,2.0605739337042905e-13,353731147.19377482,9.4902002520101918e-07,9.391080078939632e-07,1.5677069313824177e-06
-50,8079759318.7878599,31578.705893917038,8079727740.0819664,255861.00158538329,1.175358827530937e+17,1.4901161193847656e-06,4.760636329592671e-13,339681557.4124341,1.040451081544392e-07,1.7775817182509933e-06,2.8960639610886574e-06
-40,9334363325.0077744,44794.395418431443,9334318530.6123562,208382.39332876421,26645774076465784.0,1.6167759895324707e-06,5.186961971048731e-13,326414249.61435187,5.1334125955429209e-07,1.4565245952666035e-06,2.4776090867817402e-06
-30,10799965460.056549,63540.851472615526,10799901919.205076,169968.85011386819,69596986850817168.0,2.8312206268310547e-06,9.07718344933528e-13,313815340.7891314,2.2332391486493253e-07,3.3266769366267947e-06,5.7368888519704342e-06
-20,12511181238.548712,90132.700043178018,12511091105.848669,138808.45944429978,19700988072154244.0,1.695007085800171e-06,5.435651928564766e-13,301805127.36601406,9.0476870218107687e-07,1.9582953330523914e-06,3.5934499464929104e-06
-10,14508355113.123264,127853.23817347163,14508227259.885092,113476.63399372245,16187340155249718.0,1.5795230865478516e-06,5.062616992290714e-13,290328805.26164937,1.2699040514374831e-06,2.0175715071007089e-06,2.925400622189045e-06
0,16838505252.069218,181359.82283468387,16838323892.246384,92845.840875231399,1.3589614974752342e+17,3.926455974578857e-06,1.2585488207150775e-12,279348942.29622042,1.7505074073683815e-07,4.9068162285925599e-06,8.00710404291749e-06
10,19556424370.812939,257258.91505384317,19556167111.897884,76018.45155383581,23111491069029056.0,4.839152097702026e-06,1.5498713423767185e-12,268840515.85446185,1.1937765563380618e-06,6.5537452972438505e-06,1.0854913853108883e-05
20,22725962374.245522,364921.78002957109,22725597452.465492,62276.256496402995,55323112785261576.0,5.207955837249756e-06,1.6688872506165353e-12,258788208.32748902,5.7921822790253218e-07,6.0095732536336275e-06,9.7042066045105457e-06
30,26421520819.643635,517641.55777489481,26421003178.085861,51042.116736565193,70927162027193608.0,4.15463000535965e-06,1.3313794511304877e-12,249185474.37496313,5.2521907105546595e-07,5.7371737320170397e-06,9.3683775048702955e-06
40,30729794164.769878,734274.56786467042,30729059890.202015,41850.549521461151,44700459492002576.0,4.254281520843506e-06,1.3631318296347672e-12,240035046.09040496,9.6943143169347643e-07,5.1058167264393113e-06,8.3752092905342579e-06
50,35751798538.536964,1041568.5002773892,35750756970.03669,34324.961372214682,6606429229234509.0,5.410052835941315e-06,1.7332801860447944e-12,231350766.69714224,7.6334910768124588e-06,5.3250892783371821e-06,1.0145129635930061e-05
60,41605235497.425308,1477464.9541859585,41603758032.471123,28159.879785675606,27125329196131284.0,4.928559064865112e-06,1.5789591856218976e-12,223160867.19747669,2.1642328097873255e-06,6.2242537713903822e-06,9.8771706689149141e-06
70,48427246066.993942,1893069.0142006744,48425352997.979744,25581.342097790221,30494175247552164.0,4.691071808338165e-06,1.503019930737537e-12,215513023.94625372,2.2415145788598873e-06,7.5595468756781753e-06,1.3481301721185446e-05
80,56377619497.630219,2049097.2476156699,56375570400.382607,27513.393794868072,1.0526543262796518e+17,6.2123872339725494e-06,1.9904078385479806e-12,208481783.83591822,7.5616623018358334e-07,7.409395140434369e-06,1.2427277397364378e-05
90,65642531800.720268,2217985.450445401,65640313815.269821,29595.564654194812,89523186252743552.0,9.842682629823685e-06,3.153588501447757e-12,202179252.14793214,1.035523421028707e-06,1.3489161832244241e-05,2.0840612705796957e-05
100,76438901524.522614,2400793.5514587089,76436500730.971161,31839.014844936901,6950280939012502.0,1.2682750821113586e-05,4.063555048006151e-12,196770347.7005128,1.5535356351067181e-05,2.9481276702680555e-05,5.5557175073772669e-05
"{'distance': [0.048, 0.147, 0.265, 0.456, 0.563], 'solute_1': [7.74, -7.8, 0.71, -5.2, 6.46]}","{'solute_1i': '19.0 uM', 'solute_1e': '91.0 mM'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-102.75931038978355,-102.75931038978337,-102.7593103897832,-320721942.53989875,-320721942.53989816,-320721942.5398976
-140,-93.6256794034415,-93.62567940344161,-93.62567940344144,-292214979.4114903,-292214979.4114907,-292214979.41149014
-130,-84.36887942661006,-84.3688794266102,-84.36887942660992,-263323593.71601143,-263323593.71601188,-263323593.71601102
-120,-75.08218835933418,-75.0821883593345,-75.08218835933442,-234338914.97919533,-234338914.9791963,-234338914.9791961
-110,-65.89830847870321,-65.89830847870323,-65.8983084787034,-205675120.0958278,-205675120.09582782,-205675120.09582835
-100,-56.98033045287834,-56.98033045287839,-56.98033045287835,-177841231.1263369,-177841231.12633705,-177841231.12633693
-90,-48.50476894611562,-48.50476894611565,-48.504768946115576,-151388167.74692765,-151388167.74692774,-151388167.74692753
-80,-40.63945134229803,-40.63945134229796,-40.63945134229797,-126839735.77496265,-126839735.77496243,-126839735.77496244
-70,-33.52139798817351,-33.52139798817397,-33.52139798817393,-104623589.2265091,-104623589.22651052,-104623589.2265104
-60,-27.24032655131925,-27.240326551319413,-27.240326551319455,-85019745.79063436,-85019745.79063487,-85019745.790635
-50,-21.831573180500897,-21.83157318050042,-21.831573180500772,-68138493.0727244,-68138493.07272291,-68138493.07272401
-40,-17.278968936836907,-17.278968936837057,-17.278968936837426,-53929366.21984054,-53929366.219841,-53929366.21984216
-30,-13.525216772152069,-13.525216772151161,-13.525216772151444,-42213535.49360821,-42213535.493605375,-42213535.493606254
-20,-10.485844376064605,-10.485844376065149,-10.485844376065062,-32727354.48209927,-32727354.482100964,-32727354.48210069
-10,-8.063044444842273,-8.063044444842706,-8.06304444484278,-25165556.94395216,-25165556.943953514,-25165556.94395374
0,-6.156987910485851,-6.156987910486382,-6.15698791048711,-19216566.512128126,-19216566.512129784,-19216566.512132052
10,-4.673652527796286,-4.673652527797836,-4.673652527797058,-14586930.486255575,-14586930.486260414,-14586930.486257985
20,-3.529295566269679,-3.529295566269167,-3.52929556626801,-11015279.545161296,-11015279.545159698,-11015279.545156088
30,-2.6522612737130826,-2.652261273714086,-2.652261273714414,-8277969.019079534,-8277969.019082665,-8277969.019083689
40,-1.982951992047406,-1.982951992048769,-1.9829519920483851,-6188988.7392241135,-6188988.739228368,-6188988.73922717
50,-1.4726842387581494,-1.472684238759787,-1.4726842387598826,-4596392.755175248,-4596392.755180359,-4596392.755180658
60,-1.0819465872828675,-1.0819465872816978,-1.0819465872832768,-3376862.0077492744,-3376862.0077456236,-3376862.007750552
70,-0.7783627207283569,-0.778362720727775,-0.7783627207268539,-2429346.8187526744,-2429346.8187508583,-2429346.8187479833
80,-0.5344762409224095,-0.5344762409231094,-0.534476240921119,-1668153.0615555854,-1668153.0615577698,-1668153.0615515574
90,-0.3253170319692921,-0.3253170319724457,-0.3253170319718213,-1015346.5417268793,-1015346.541736722,-1015346.5417347732
100,-0.1255707117061325,-0.12557071170316436,-0.12557071170206893,-391918.5758618368,-391918.5758525729,-391918.57584915403
"{'distance': [0.048, 0.147, 0.265, 0.456, 0.563], 'solute_1': [7.74, -7.8, 0.71, -5.2, 6.46]}","{'solute_1i': '19.0 uM', 'solute_1e': '91.0 mM'}"
voltage,current,solute_1
-150,-102.75931038978348,-320721942.5398985
-140,-93.62567940344172,-292214979.41149104
-130,-84.36887942661043,-263323593.7160126
-120,-75.08218835933418,-234338914.97919536
-110,-65.89830847870338,-205675120.0958283
-100,-56.98033045287831,-177841231.1263368
-90,-48.50476894611549,-151388167.74692726
-80,-40.63945134229773,-126839735.77496171
-70,-33.52139798817359,-104623589.22650933
-60,-27.240326551319413,-85019745.79063487
-50,-21.831573180500495,-68138493.07272315
-40,-17.278968936836826,-53929366.21984029
-30,-13.525216772151696,-42213535.493607044
-20,-10.48584437606553,-32727354.482102156
-10,-8.063044444842019,-25165556.94395137
0,-6.156987910486535,-19216566.51213026
10,-4.673652527797722,-14586930.486260056
20,-3.529295566268747,-11015279.545158386
30,-2.6522612737146587,-8277969.019084454
40,-1.982951992047203,-6188988.73922348
50,-1.4726842387578007,-4596392.75517416
60,-1.0819465872810485,-3376862.007743597
70,-0.7783627207300666,-2429346.818758011
80,-0.53447624092479,-1668153.061563015
90,-0.3253170319703259,-1015346.5417301059
100,-0.1255707116984282,-391918.57583779097
"{'distance': [0.048, 0.147, 0.265, 0.456, 0.563], 'solute_1': [7.74, -7.8, 0.71, -5.2, 6.46]}","{'solute_1i': '19.0 uM', 'solute_1e': '91.0 mM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,12391391507.803862,957.41630595484958,12391390550.387556,12942532.345368497,40954976075456168.0,3.5762786865234375e-07,1.1368683772161603e-13,5042063115.8138885,0.0,3.611361324108435e-07,5.6374119594693184e-07
-140,11378364750.782463,1358.0950635870322,11378363392.687399,8378179.8902424853,14168093567203352.0,1.6689300537109375e-06,5.258016244624741e-13,4739060148.88235,-2.86102294921875e-06,2.1933831955616275e-06,3.6948476918041706e-06
-130,10448737643.601599,1926.457895345734,10448735717.143703,5423807.9476563921,67599819260658744.0,1.341104507446289e-06,4.263256414560601e-13,4511553436.1976223,-2.384185791015625e-06,1.9281961099908102e-06,2.8405920602381229e-06
-120,9595692282.081089,2732.6805921359423,9595689549.4004974,3511457.6909190905,2.4620054271241162e+17,7.748603820800781e-07,2.4158453015843406e-13,4364309288.1466455,1.430511474609375e-06,1.1593305497242435e-06,1.8381979316473007e-06
-110,8812972079.3587322,3876.3075158184429,8812968203.0512161,2273548.2268614499,45006280744449064.0,1.6987323760986328e-06,5.400124791776761e-13,4298962601.8037786,-2.384185791015625e-06,2.12994623936663e-06,3.4684198908507824e-06
-100,8094835879.826601,5498.5423471851773,8094830381.2842541,1472178.5099955669,25896697935410988.0,3.8743019104003906e-07,1.2789769243681803e-13,4309727678.3232365,0.0,5.8930737575022034e-07,9.2899426817893982e-07
-90,7436015850.9870548,7799.6825123935232,7436008051.3045425,953374.17121419881,13806480302391084.0,1.1324882507324219e-06,3.623767952376511e-13,4379057920.0175686,9.5367431640625e-07,1.5812909957198739e-06,2.716435119509697e-06
-80,6831678844.404727,11063.849917474967,6831667780.5548096,617477.54130452615,23201924716234840.0,2.1457672119140625e-06,6.821210263296962e-13,4475894576.421279,-9.5367431640625e-07,2.4954465141587927e-06,4.0172599256038666e-06
-70,6277390942.3578835,15694.071496103325,6277375248.2863874,399984.85695165175,47275743204096912.0,4.3213367462158203e-07,1.3500311979441904e-13,4559639320.7419138,-1.430511474609375e-06,7.4398648869684659e-07,1.1763186194002628e-06
-60,7006456034.2661438,22262.040967834768,7006433772.2251759,314726.58074744348,11837579994466272.0,2.9355287551879883e-06,9.414691248821327e-13,4590898340.416172,-4.291534423828125e-06,3.7000547197985269e-06,5.8137811720371246e-06
-50,8079759318.7878599,31578.705893917038,8079727740.0819664,255861.00158538329,1.175358827530937e+17,1.996755599975586e-06,6.394884621840902e-13,4544696623.3266544,1.9073486328125e-06,2.4140485210610247e-06,3.889668732881546e-06
-40,9334363325.0077744,44794.395418431443,9334318530.6123562,208382.39332876421,26645774076465784.0,1.1399388313293457e-06,3.659295089164516e-13,4417682260.6460247,1.430511474609375e-06,1.6185873295759934e-06,2.5107292458415031e-06
-30,10799965460.056549,63540.851472615526,10799901919.205076,169968.85011386819,69596986850817168.0,1.2740492820739746e-06,4.085620730620576e-13,4224641724.7017169,-1.430511474609375e-06,1.5886719432786017e-06,2.5539775379002094e-06
-20,12511181238.548712,90132.700043178018,12511091105.848669,138808.45944429978,19700988072154244.0,2.559274435043335e-06,8.206768598029157e-13,3988493943.8061953,0.0,3.3483433573367297e-06,5.2176183089613914e-06
-10,14508355113.123264,127853.23817347163,14508227259.885092,113476.63399372245,16187340155249718.0,5.2638351917266846e-06,1.6857626405908377e-12,3731279682.7719946,-3.814697265625e-06,6.4218698207612781e-06,1.0447867680341005e-05
0,16838505252.069218,181359.82283468387,16838323892.246384,92845.840875231399,1.3589614974752342e+17,4.589557647705078e-06,1.4708234630234074e-12,3469762721.4642987,-2.86102294921875e-06,5.7663504693095467e-06,9.1745168901979923e-06
10,19556424370.812939,257258.91505384317,19556167111.897884,76018.45155383581,23111491069029056.0,2.7976930141448975e-06,8.970602038971265e-13,3214858583.5008225,-3.337860107421875e-06,3.3926214403649799e-06,5.4188421927392483e-06
20,22725962374.245522,364921.78002957109,22725597452.465492,62276.256496402995,55323112785261576.0,1.8067657947540283e-06,5.790923296444817e-13,2972815738.1089201,-1.9073486328125e-06,2.1332003704151474e-06,3.4190015867352486e-06
30,26421520819.643635,517641.55777489481,26421003178.085861,51042.116736565193,70927162027193608.0,8.062459528446198e-06,2.5832669336978142e-12,2746710103.4521966,8.106231689453125e-06,1.1122224790101792e-05,1.6216683434322476e-05
40,30729794164.769878,734274.56786467042,30729059890.202015,41850.549521461151,44700459492002576.0,9.354203939437866e-06,2.9971580772780726e-12,2537663678.5914736,-6.67572021484375e-06,1.1607761086768686e-05,1.8648657714948058e-05
