"{'distance': [0.045, 0.131, 0.332, 0.495, 0.997], 'solute_1': [11.62, -11.11, 8.18, -11.99, 11.46]}","{'solute_1i': '114.0 uM', 'solute_1e': '12.0 uM'}"
-40,4.217935215512183e-05,4.2179352155121765e-05,4.217935215512154e-05,263.2918361742936,263.29183617429317,263.2918361742918
-30,7.097679236708021e-05,7.097679236708052e-05,7.097679236707994e-05,443.0511383712872,443.0511383712892,443.05113837128556
-20,0.00010152637797797828,0.00010152637797797863,0.00010152637797797855,633.7476777651578,633.74767776516,633.7476777651596
-10,0.0001333956852805501,0.00013339568528055126,0.00013339568528054958,832.6821802780905,832.6821802780978,832.6821802780873
0,0.00016615234048555797,0.0001661523404855584,0.00016615234048555745,1037.1556834304492,1037.155683430452,1037.155683430446
10,0.00019940207620667435,0.00019940207620667443,0.00019940207620667416,1244.707092426182,1244.7070924261825,1244.707092426181
20,0.0002328116125418304,0.00023281161254183036,0.00023281161254183074,1453.2560083759702,1453.25600837597,1453.2560083759722
30,0.00026611604523098915,0.0002661160452309891,0.0002661160452309891,1661.148846635388,1661.1488466353876,1661.1488466353876
40,0.0002991144875510864,0.00029911448755108583,0.0002991144875510867,1867.1316326534734,1867.1316326534698,1867.131632653475
50,0.00033165918020354695,0.0003316591802035474,0.00033165918020354674,2070.2820237424903,2070.282023742493,2070.282023742489
60,0.0003636426859341039,0.00036364268593410326,0.0003636426859341041,2269.9293753689385,2269.9293753689344,2269.92937536894
70,0.00039498622428636905,0.00039498622428636786,0.00039498622428636894,2465.581924384326,2465.581924384319,2465.5819243843257
80,0.00042563059596980994,0.0004256305959698095,0.0004256305959698101,2656.8701371398874,2656.8701371398847,2656.8701371398884
90,0.0004555299630946783,0.000455529963094678,0.0004555299630946781,2843.507884486132,2843.50788448613,2843.5078844861305
100,0.00048464808222744215,0.00048464808222744226,0.00048464808222744166,3025.2689277618115,3025.268927761812,3025.2689277618083
"{'distance': [0.045, 0.131, 0.332, 0.495, 0.997], 'solute_1': [11.62, -11.11, 8.18, -11.99, 11.46]}","{'solute_1i': '114.0 uM', 'solute_1e': '12.0 uM'}"
voltage,current,solute_1
-150,-0.000124488091797809,-777.0792247054246
-140,-0.00011814509709863984,-737.4850006157294
-130,-0.00011076821697991884,-691.4370597997431
-120,-0.00010211783977488805,-637.4396989693387
-110,-9.192810415288036e-05,-573.8333592564318
-100,-7.991728804792239e-05,-498.85947595457174
-90,-6.58060011975905e-05,-410.77403993502185
-80,-4.934382506599744e-05,-308.01388930085795
-70,-3.0342538176434053e-05,-189.40410846712894
-60,-8.710619966610865e-06,-54.373408031278814
-50,1.5519336253108086e-05,96.87475813425772
-40,4.2179352155121325e-05,263.29183617429044
-30,7.097679236708024e-05,443.0511383712874
-20,0.00010152637797797805,633.7476777651564
-10,0.00013339568528055023,832.6821802780914
0,0.0001661523404855581,1037.1556834304502
10,0.00019940207620667414,1244.7070924261807
20,0.00023281161254183036,1453.25600837597
30,0.0002661160452309895,1661.1488466353903
40,0.0002991144875510864,1867.1316326534734
50,0.00033165918020354663,2070.2820237424885
60,0.000363642685934104,2269.929375368939
70,0.0003949862242863689,2465.5819243843252
80,0.0004256305959698101,2656.8701371398884
90,0.0004555299630946786,2843.5078844861337
100,0.00048464808222744166,3025.2689277618083
"{'distance': [0.045, 0.131, 0.332, 0.495, 0.997], 'solute_1': [11.62, -11.11, 8.18, -11.99, 11.46]}","{'solute_1i': '114.0 uM', 'solute_1e': '12.0 uM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,97818.025895034574,489.46349696580609,97328.562398068767,199.84743806516821,66733425987706456.0,1.2391865311656147e-11,2.0057740190981832e-18,13162.47479462443,2.4161159576418254e-12,1.2276617894618097e-11,2.4009239041333785e-11
-140,86535.444542485944,506.59399659265824,86028.850545893292,170.81814061066993,52768019590394128.0,6.59383658785373e-12,1.0570971181733668e-18,12017.37658451469,2.6669470721181455e-12,8.4879616309693584e-12,1.3926637620897964e-11
-130,80472.837843414804,524.32403841067435,79948.513805004128,153.4792074140702,43194111203630896.0,3.865352482534945e-12,6.098637220230962e-19,11181.695429636406,2.8823734066175014e-12,4.9308389475161275e-12,7.4322770160506479e-12
-120,74881.254037341394,542.67460551123008,74338.579431830163,137.98555023004812,72897134706596080.0,8.526512829121202e-12,1.3688052427629493e-18,10581.299156076369,1.5293612298821332e-12,7.4579914047984309e-12,1.3059775483270641e-11
-110,69724.37574481692,561.66741536291499,69162.708329454006,124.13818896680219,63069505594613040.0,2.2737367544323206e-12,3.6591823321385775e-19,10154.614097655283,1.5986919698821454e-12,3.2651893428941019e-12,4.8459014578838833e-12
-100,64968.693645393592,581.32494551364971,64387.368699879946,111.75968646586853,27822343459525668.0,2.7853275241795927e-12,4.472333961502706e-19,9852.5352921625108,3.3032168757117545e-12,3.382064001162579e-12,5.3432813729159534e-12
-90,60583.289632451444,601.67046019234124,59981.619172259103,100.69181327779373,99660765523330960.0,1.9326762412674725e-12,3.1170812458958252e-19,9637.3719434699233,8.4562922523765636e-13,1.7840141966275059e-12,3.3537617127876729e-12
-80,56539.636722913769,622.72803784155451,55916.908685072216,90.793465665825025,90256369668032016.0,6.0254023992456496e-12,9.622294280808852e-19,9481.1304183425109,8.6036615873302434e-13,6.7267647830190142e-12,1.1709744285326451e-11
-70,52811.414427593088,644.52259961378888,52166.8918279793,81.938809374936994,inf,1.3642420526593924e-12,2.202285662861181e-19,9363.6166627550811,0.0,2.9607728363556398e-12,4.4906300900038332e-12
-60,49374.338387898468,667.07993886508166,48707.258449033383,74.015624681953653,25273225206746180.0,3.637978807091713e-12,5.827586677109586e-19,9270.7325838749748,2.6385552270602053e-12,3.9891770164837786e-12,6.5369931689929217e-12
-50,46206.00317689943,690.42675168084349,45515.576425218584,66.923830897935147,35058769543145584.0,4.092726157978177e-12,6.572975670693371e-19,9193.1361204356417,1.7713645993504577e-12,5.5088282531804532e-12,9.3223206931725144e-12
-40,43285.737247878438,706.77048357823389,42578.966764300203,61.244404306093308,21720579353466196.0,3.410605131648481e-12,5.488773498207866e-19,9125.2473037984219,2.670996308435689e-12,4.3215954539728526e-12,6.4801497501321137e-12
-30,40594.469092064333,694.16242779157369,39900.306664272757,58.479784365760949,inf,4.547473508864641e-13,8.131516293641283e-20,9064.4549489966957,0.0,1.652374732401385e-12,2.5579538487363607e-12
-20,38114.603739729566,596.39898863601206,37518.204751093552,63.907894657734353,14260812995910796.0,3.069544618483633e-12,4.87890977618477e-19,9010.3392080860303,3.585631165383385e-12,2.5630016165440553e-12,4.6043169277254492e-12
-10,35829.908805725863,487.89971715763085,35342.009088568229,73.437035410598369,53735775932314248.0,1.5916157281026244e-12,2.439454888092385e-19,8963.8006926715007,8.9826282773536064e-13,1.7437129884203806e-12,2.3305801732931286e-12
0,33725.409342256498,399.13906384535807,33326.270278411139,84.495386187815058,33910599813530612.0,2.2737367544323206e-12,3.5236570605778894e-19,8926.14920318445,1.3492832299781829e-12,3.50141156757446e-12,5.6559201766503975e-12
10,31787.290818638514,326.52610092798687,31460.764717710528,97.349923109665852,17600969634578568.0,2.2737367544323206e-12,3.5236570605778894e-19,8898.340450717491,2.4757809947799777e-12,2.3300602059702641e-12,3.950617610826157e-12
20,30002.809600364813,267.12317646899703,29735.686423895815,112.31825705639216,37059835753589856.0,3.183231456205249e-12,5.149960319306146e-19,8880.5434047567014,1.1257725897735419e-12,3.067965228300098e-12,6.0822458181064576e-12
30,28360.210348271103,218.52706783346477,28141.683280437639,129.77893598921972,1.7847463526683693e+17,2.2737367544323206e-12,3.7947076036992655e-19,8872.0834638511424,2.2514238496440824e-13,2.7773405932240962e-12,4.9737991503207013e-12
40,26848.649803362801,178.77175618804517,26669.878047174756,150.18395733116495,34621305660987388.0,6.821210263296962e-13,1.0842021724855044e-19,8871.6576885695904,1.1252039379333353e-12,2.0362721770763948e-12,2.9842794901924208e-12
50,25458.126464149424,146.24888864986494,25311.877575499559,174.07398236781702,42295508360308648.0,2.2737367544323206e-12,3.7947076036992655e-19,8877.6571238759752,8.9940865667417314e-13,2.1185138795754278e-12,3.808509063674137e-12
60,24179.415701437134,119.64271027702135,24059.772991160113,202.09685692886754,27783213519469148.0,9.094947017729282e-13,1.6263032587282567e-19,8888.4615369326075,1.3474619722409598e-12,1.3935335428108445e-12,1.6484591469634324e-12
70,23004.0098906895,97.876833489664222,22906.133057199837,235.03018099904835,27609992846009448.0,1.8189894035458565e-12,2.710505431213761e-19,8902.6399390065817,1.3452959850874167e-12,2.1258531457697399e-12,4.1850967136269901e-12
80,21924.063174510331,80.070691409298263,21843.992483101032,273.80884052119455,83030868915296096.0,3.183231456205249e-12,4.87890977618477e-19,8919.0484390224901,4.475449150639612e-13,2.9534057328759041e-12,4.7961634663806763e-12
90,20932.340497739711,65.503913379462816,20866.836584360248,319.55862509281081,41972986239857200.0,4.092726157978177e-12,6.505213034913027e-19,8936.8480471101502,8.9301662809591866e-13,5.3404507355173724e-12,8.9315221885044593e-12
100,20962.562822750842,53.58718143310427,20908.975641317738,391.18614306892636,21390525190248900.0,2.2737367544323206e-12,3.7947076036992655e-19,8955.4732360463295,1.7813934831869086e-12,3.1532810694005918e-12,5.9188209888816345e-12
"{'distance': [0.045, 0.131, 0.332, 0.495, 0.997], 'solute_1': [11.62, -11.11, 8.18, -11.99, 11.46]}","{'solute_1i': '114.0 uM', 'solute_1e': '12.0 uM'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-0.00012448809179781102,-0.000124488091797809,-0.00012448809179780944,-777.079224705437,-777.0792247054246,-777.0792247054274
-140,-0.0001181450970986409,-0.00011814509709863984,-0.00011814509709864042,-737.485000615736,-737.4850006157294,-737.485000615733
-130,-0.00011076821697991881,-0.00011076821697991884,-0.00011076821697991942,-691.4370597997429,-691.4370597997431,-691.4370597997467
-120,-0.00010211783977488876,-0.00010211783977488805,-0.00010211783977488739,-637.4396989693431,-637.4396989693387,-637.4396989693346
-110,-9.192810415288044e-05,-9.192810415288036e-05,-9.192810415288008e-05,-573.8333592564322,-573.8333592564318,-573.83335925643
-100,-7.991728804792269e-05,-7.991728804792239e-05,-7.991728804792224e-05,-498.8594759545736,-498.85947595457174,-498.8594759545708
-90,-6.580600119759041e-05,-6.58060011975905e-05,-6.580600119759072e-05,-410.7740399350213,-410.77403993502185,-410.7740399350232
-80,-4.934382506599648e-05,-4.934382506599744e-05,-4.934382506599693e-05,-308.01388930085193,-308.01388930085795,-308.01388930085477
-70,-3.0342538176434263e-05,-3.0342538176434053e-05,-3.0342538176434273e-05,-189.40410846713024,-189.40410846712894,-189.4041084671303
-60,-8.710619966610428e-06,-8.710619966610865e-06,-8.710619966610282e-06,-54.373408031276085,-54.373408031278814,-54.373408031275176
-50,1.5519336253108377e-05,1.5519336253108086e-05,1.5519336253108743e-05,96.87475813425954,96.87475813425772,96.87475813426181
-40,4.2179352155121874e-05,4.2179352155121325e-05,4.2179352155121765e-05,263.29183617429385,263.29183617429044,263.29183617429317
-30,7.097679236708019e-05,7.097679236708024e-05,7.097679236708016e-05,443.05113837128704,443.0511383712874,443.0511383712869
-20,0.00010152637797797854,0.00010152637797797805,0.00010152637797797818,633.7476777651594,633.7476777651564,633.7476777651573
-10,0.00013339568528055,0.00013339568528055023,0.0001333956852805501,832.6821802780898,832.6821802780914,832.6821802780905
0,0.00016615234048555775,0.0001661523404855581,0.00016615234048555788,1037.1556834304479,1037.1556834304502,1037.1556834304488
10,0.00019940207620667414,0.00019940207620667414,0.0001994020762066745,1244.7070924261807,1244.7070924261807,1244.707092426183
20,0.00023281161254183077,0.00023281161254183036,0.00023281161254183025,1453.2560083759724,1453.25600837597,1453.2560083759693
30,0.00026611604523098915,0.0002661160452309895,0.0002661160452309892,1661.148846635388,1661.1488466353903,1661.1488466353885
40,0.0002991144875510865,0.0002991144875510864,0.00029911448755108637,1867.1316326534738,1867.1316326534734,1867.1316326534732
50,0.000331659180203547,0.00033165918020354663,0.00033165918020354674,2070.2820237424908,2070.2820237424885,2070.282023742489
60,0.00036364268593410385,0.000363642685934104,0.00036364268593410385,2269.929375368938,2269.929375368939,2269.929375368938
70,0.00039498622428636894,0.0003949862242863689,0.00039498622428636867,2465.5819243843257,2465.5819243843252,2465.581924384324
80,0.0004256305959698103,0.0004256305959698101,0.00042563059596980983,2656.8701371398897,2656.8701371398884,2656.8701371398865
90,0.00045552996309467794,0.0004555299630946786,0.00045552996309467815,2843.5078844861296,2843.5078844861337,2843.507884486131
100,0.00048464808222744204,0.00048464808222744166,0.00048464808222744183,3025.2689277618106,3025.2689277618083,3025.268927761809
"{'distance': [0.045, 0.131, 0.332, 0.495, 0.997], 'solute_1': [11.62, -11.11, 8.18, -11.99, 11.46]}","{'solute_1i': '114.0 uM', 'solute_1e': '12.0 uM'}"
voltage,current,solute_1
-150,-0.00012448809179780782,-777.0792247054171
-140,-0.00011814509709863926,-737.4850006157258
-130,-0.0001107682169799187,-691.4370597997422
-120,-0.00010211783977488849,-637.4396989693414
-110,-9.192810415287941e-05,-573.8333592564259
-100,-7.991728804792267e-05,-498.85947595457355
-90,-6.58060011975902e-05,-410.77403993502
-80,-4.934382506599715e-05,-308.01388930085614
-70,-3.0342538176433907e-05,-189.40410846712803
-60,-8.710619966610573e-06,-54.373408031276995
-50,1.5519336253108814e-05,96.87475813426227
-40,4.2179352155121765e-05,263.29183617429317
-30,7.097679236708009e-05,443.05113837128647
-20,0.00010152637797797818,633.7476777651573
-10,0.0001333956852805501,832.6821802780905
0,0.0001661523404855578,1037.1556834304483
10,0.00019940207620667443,1244.7070924261825
20,0.0002328116125418311,1453.2560083759745
30,0.0002661160452309892,1661.1488466353885
40,0.0002991144875510867,1867.1316326534752
50,0.00033165918020354663,2070.2820237424885
60,0.0003636426859341037,2269.929375368937
70,0.0003949862242863686,2465.5819243843234
80,0.0004256305959698101,2656.8701371398884
90,0.00045552996309467815,2843.507884486131
100,0.0004846480822274421,3025.268927761811
"{'distance': [0.045, 0.131, 0.332, 0.495, 0.997], 'solute_1': [11.62, -11.11, 8.18, -11.99, 11.46]}","{'solute_1i': '114.0 uM', 'solute_1e': '12.0 uM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,97818.025895034574,489.46349696580609,97328.562398068767,199.84743806516821,66733425987706456.0,2.5011104298755527e-11,4.0115480381963664e-18,64494.755582644728,3.637978807091713e-11,3.0329523126318864e-11,4.617106696969131e-11
-140,86535.444542485944,506.59399659265824,86028.850545893292,170.81814061066993,52768019590394128.0,1.1823431123048067e-11,1.8973538018496328e-18,56562.158379927328,1.4551915228366852e-11,1.5279841145398654e-11,2.2581048142455984e-11
-130,80472.837843414804,524.32403841067435,79948.513805004128,153.4792074140702,43194111203630896.0,9.094947017729282e-13,1.3552527156068805e-19,49407.892969585824,7.2759576141834259e-12,1.4620614646900755e-12,1.9753088054130785e-12
-120,74881.254037341394,542.67460551123008,74338.579431830163,137.98555023004812,72897134706596080.0,1.1368683772161603e-12,1.7618285302889447e-19,43040.596458162174,0.0,1.2085076619694803e-12,1.7053025658242404e-12
-110,69724.37574481692,561.66741536291499,69162.708329454006,124.13818896680219,63069505594613040.0,7.275957614183426e-12,1.1655173354219173e-18,37451.979554099897,1.4551915228366852e-11,9.3612326814690472e-12,1.404032445861958e-11
-100,64968.693645393592,581.32494551364971,64387.368699879946,111.75968646586853,27822343459525668.0,5.115907697472721e-13,8.131516293641283e-20,32615.408151532552,-3.637978807091713e-12,8.0438961152167995e-13,1.3926637620897964e-12
-90,60583.289632451444,601.67046019234124,59981.619172259103,100.69181327779373,99660765523330960.0,3.240074875066057e-12,5.285485590866834e-19,28487.643493606323,3.637978807091713e-12,4.400227722077148e-12,7.3612227424746379e-12
-80,56539.636722913769,622.72803784155451,55916.908685072216,90.793465665825025,90256369668032016.0,4.547473508864641e-12,7.250602028496811e-19,25012.76480290656,-3.637978807091713e-12,5.1602429342830711e-12,7.9012352216523141e-12
-70,52811.414427593088,644.52259961378888,52166.8918279793,81.938809374936994,inf,4.604316927725449e-12,7.386127300057499e-19,22127.035926977012,3.637978807091713e-12,5.474998053172613e-12,8.0149220593739301e-12
-60,49374.338387898468,667.07993886508166,48707.258449033383,74.015624681953653,25273225206746180.0,5.5706550483591855e-12,8.91078660511524e-19,19763.64565352822,-1.0913936421275139e-11,6.0811832314774369e-12,9.2654772743117064e-12
-50,46206.00317689943,690.42675168084349,45515.576425218584,66.923830897935147,35058769543145584.0,2.7284841053187847e-12,4.37069000783219e-19,17856.636370860448,3.637978807091713e-12,2.2422549276730047e-12,3.751665644813329e-12
-40,43285.737247878438,706.77048357823389,42578.966764300203,61.244404306093308,21720579353466196.0,2.7284841053187847e-12,4.404571325722362e-19,16343.73496856044,1.8189894035458565e-12,3.2673842413714538e-12,5.6843418860808015e-12
-30,40594.469092064333,694.16242779157369,39900.306664272757,58.479784365760949,inf,7.958078640513122e-13,1.2197274440461925e-19,15168.097173091015,-3.637978807091713e-12,3.4576501834057003e-13,3.979039320256561e-13
-20,38114.603739729566,596.39898863601206,37518.204751093552,63.907894657734353,14260812995910796.0,1.1368683772161603e-12,1.8973538018496328e-19,14279.142433863128,1.8189894035458565e-12,9.2359623575202466e-13,1.1368683772161603e-12
-10,35829.908805725863,487.89971715763085,35342.009088568229,73.437035410598369,53735775932314248.0,9.094947017729282e-13,1.3552527156068805e-19,13632.713722289736,1.8189894035458565e-12,1.0435064581705444e-12,1.6484591469634324e-12
0,33725.409342256498,399.13906384535807,33326.270278411139,84.495386187815058,33910599813530612.0,2.2737367544323206e-13,5.421010862427522e-20,13190.785667344851,-1.8189894035458565e-12,1.1872656713311145e-12,1.5063505998114124e-12
10,31787.290818638514,326.52610092798687,31460.764717710528,97.349923109665852,17600969634578568.0,1.3642420526593924e-12,2.168404344971009e-19,12920.902837800937,-1.8189894035458565e-12,2.1480495465415494e-12,3.5242919693700969e-12
20,30002.809600364813,267.12317646899703,29735.686423895815,112.31825705639216,37059835753589856.0,5.4569682106375694e-12,8.673617379884035e-19,12795.483782215992,3.637978807091713e-12,6.2019921216720948e-12,1.0032863428932615e-11
