voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4","current, barrier 5",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_2 transport over barrier 4,solute_2 transport over barrier 5,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_1 transport over barrier 5
-150,-0.000000000000089166798481264128342986575531585468762774961853281087435419144265050302528440566,-0.00000055659674457721595127434104953415691610524126409329384379561824210059769846372907,0.000000000000000000012198386893645223068701707311263115284235373182422954356987886487374813520215669,-150,105262204981590824926.93070963786888884473609354586312836576870566203366111770207,0.00065120236411019450631454292558695245738810884718733458688264173512375584554208168,105262204981590824926.93005843550477865022977900293754141331131755318647378311519,161642848341654163673529.90050175731418116849443836736695339774924080697814238985,210524409963181649853.86141927573777768947218709172625673153741132406732223540414,3.3646512690647956260505226857470356729067937419843752276052348719776833665120816e-74,4.2868957483190640609991448195986025661179000274900147206620790987540822247236504e-75,3.3299374690383113729984127136301018253745165980651057139392981134832896538925728e-81,21347973.416137308000536192185094858762194938836946452015550312573237616510282013,-1.9844387023145441320488367157083908995736373760673616055862060447692701649600563e-74,2.4819026893635925362200049790437424866438891247630558851906601743939703691568639e-74,2.9593953630567489218004600680180899928807092178889486670906574386194713958982574e-74,-150,-0.000000000000089166798481264128342986575531585468762774961853281087435419144265050302531499769,-0.000000000000089166798481264128342986575531585468762774961853281087435419144265050302528440566,-0.000000000000089166798481264128342986575531585468762774961853281087435419144265050302540693959,-0.000000000000089166798481264128342986575531585468762774961853281087435419144265050302540695767,-0.000000000000089166798481264128342986575531585468762774961853281087435419144265050300478316371,-0.000000000000089166798481264128342986575531585468762774961853281087435419144265053630415785409,-0.00000055659674457721595127434104953415691610524126409329384379561824210059769848296965,-0.00000055659674457721595127434104953415691610524126409329384379561824210059769846372907,-0.00000055659674457721595127434104953415691610524126409329384379561824210059769853997391,-0.00000055659674457721595127434104953415691610524126409329384379561824210059769853997361,-0.00000055659674457721595127434104953415691610524126409329384379561824210059768596727225,-0.0000005565967445772159512743410495341569161052412640932938437956182421006313324799629,0.000000000000000000012198386893645223068701707311263115284235373182422954356987886535517160631771628,0.000000000000000000012198386893645223068701707311263115284235373182422954356987886487374813520215669,0.00000000000000000001219838689364522306870170731126311528423537318242295435698788640628942594038579,0.000000000000000000012198386893645223068701707311263115284235373182422954356987886402427114494215351,0.000000000000000000012198386893645223068701707311263115284235373182422954356987986761641679701893892,0.000000000000000000012198386893645223068701707311263115284235373182422954361274782150746178555214496
-140,-0.000000000000068903211835629646214909513457493336832918025805226369213042040325170658449941827,-0.00000043010743967322072906623648757137144735776812592211348098133187814437574819270398,0.000000000000000000042261962517608749139488764093615890180217184375310889906405727116551754020999918,-140,65763150967275452953.924923436497031605320236489095796123426208693421255806146531,0.00061598366484435091091077164937294538575393529475138634300436152316024349608507663,65763150967275452953.924307452832187254409325717446423178040454758126504419803526,106761193064904952316481.67537738822116134588623605104850198615759257391127117376,131526301934550905907.84984687299406321064047297819159224685241738684251161229306,6.0107733143457334592689008965090781014967362536476518439764976152373398950010492e-75,4.4065657503489252096546974759675356751544251819220155755499783584221528422112885e-75,1.1583999146428835131763035408384240705525285714073852580605724313400935848973117e-81,20231297.592481491597484551732313348540742770105064149716852870292116907005964339,4.0357922512869451869094089148085695267938527668137685940864871551935102077121474e-75,3.7185288196455054082308670308016977945852304701532802624947272600916785490883187e-74,5.5815081018689054732380677914287723341166080929679666235765282513249448840724546e-74,-140,-0.000000000000068903211835629646214909513457493336832918025805226369213042040325170658450341865,-0.000000000000068903211835629646214909513457493336832918025805226369213042040325170658449941827,-0.000000000000068903211835629646214909513457493336832918025805226369213042040325170658451587796,-0.000000000000068903211835629646214909513457493336832918025805226369213042040325170658451599761,-0.00000000000006890321183562964621490951345749333683291802580522636921304204032517065491091669,-0.000000000000068903211835629646214909513457493336832918025805226369213042040325169500051685118,-0.00000043010743967322072906623648757137144735776812592211348098133187814437574819488288,-0.00000043010743967322072906623648757137144735776812592211348098133187814437574819270398,-0.00000043010743967322072906623648757137144735776812592211348098133187814437574820319621,-0.000000430107439673220729066236487571371447357768125922113480981331878144375748203207,-0.00000043010743967322072906623648757137144735776812592211348098133187814437572616590606,-0.00000043010743967322072906623648757137144735776812592211348098133187814438173693922041,0.000000000000000000042261962517608749139488764093615890180217184375310889906405727010481307835596618,0.000000000000000000042261962517608749139488764093615890180217184375310889906405727116551754020999918,0.000000000000000000042261962517608749139488764093615890180217184375310889906405727189140289331199723,0.000000000000000000042261962517608749139488764093615890180217184375310889906405727167840678931988206,0.000000000000000000042261962517608749139488764093615890180217184375310889906405748614909295076180427,0.000000000000000000042261962517608749139488764093615890180217184375310889910812292760830233045251315
-130,-0.000000000000053166674306818119049985736047130990370300064643767206581407681431295831048979613,-0.00000033187686833234180246542276854802207842340211429393230079634925931015249812291644,0.00000000000000000004792970863909538573562501172071191939649937249739921742635919901718804794712481,-130,41086032480232910054.406288869283628576249876717124548129020570808931826588594414,0.00058266968344554509972618129040630713391150275730965533834679600068825874308507727,41086032480232910054.405706199600183031150150535834141821886659306174516933256067,70513420635300156890807.910431042784535047598129515164662454290661250605271036579,82172064960465820108.812577738567257152499753434249096258041141617863653177188828,1.6063273512475667003218614464808743202275760677851483376144088454513580753882114e-75,1.0070097450694413526109773230183194984054146663912115580409248991486671260497102e-74,4.5832637874284598210967782470107300984563009567355534288126778167814655140671657e-81,19177324.105608859787074163032199336795727150074548116665375508114658389734105917,-2.0713697311702204543715679997522901989681992745286144357389821957479498759047971e-75,6.7366044054215522053897071602875432588747372300655414935621708617571970579447833e-75,1.0086845430506333603480809649188103042798297370964630665209524526269542615496605e-74,-130,-0.000000000000053166674306818119049985736047130990370300064643767206581407681431295831050973389,-0.000000000000053166674306818119049985736047130990370300064643767206581407681431295831048979613,-0.000000000000053166674306818119049985736047130990370300064643767206581407681431295831051636488,-0.000000000000053166674306818119049985736047130990370300064643767206581407681431295831051614183,-0.000000000000053166674306818119049985736047130990370300064643767206581407681431295830135853328,-0.00000000000005316667430681811904998573604713099037030006464376720658140768143129124778784906,-0.00000033187686833234180246542276854802207842340211429393230079634925931015249813526318,-0.00000033187686833234180246542276854802207842340211429393230079634925931015249812291644,-0.00000033187686833234180246542276854802207842340211429393230079634925931015249814021328,-0.00000033187686833234180246542276854802207842340211429393230079634925931015249814027945,-0.00000033187686833234180246542276854802207842340211429393230079634925931015249246777756,-0.00000033187686833234180246542276854802207842340211429393230079634925931015409879512881,0.000000000000000000047929708639095385735625011720711919396499372497399217426359198984252885428441415,0.00000000000000000004792970863909538573562501172071191939649937249739921742635919901718804794712481,0.000000000000000000047929708639095385735625011720711919396499372497399217426359199254556816164840237,0.000000000000000000047929708639095385735625011720711919396499372497399217426359199323022598892852755,0.000000000000000000047929708639095385735625011720711919396499372497399217426359213942358083378196812,0.000000000000000000047929708639095385735625011720711919396499372497399217436429296434947298954551189
-120,-0.000000000000040953459690374435584276084263476576275124167156368087875294552923504908115617939,-0.00000025563957359798416602979104567210222298036658855109010050596525781311920624581071,0.000000000000000000047078118892887100781759611956781047855212349559017251877841095878030883843594548,-120,25668952769554515506.458467045843470945406758063953951755409332905557094937021893,0.00055115740787106567463560414805736911951013048424933354580688214950798577874793224,25668952769554515506.457915888435599879732122459805894386289822775072845603476086,46572816409571601313841.809259227739390670882208552984631854151897066063598907535,51337905539109031012.916934091686941890813516127907903510818665811114189874043787,1.9964808146699359746560583411495491178132352034373238308278338321220041481079383e-74,7.4595932940466073702372390216815054540369158860320807976323341782837331134413647e-75,3.8916272928348374497997618130002449957806693025983051184892088847248318091215362e-82,18181477.095165638708640938907965779110575970774696664455655081688155243462244387,8.8833141614851553377925079210889281336085374808449103026600453655545022713058329e-75,1.186099379047165165693677571324068419636722021116948240838231846178049670469731e-74,1.5536725144598738387915125375962397360393477420856872220932452448147372596896889e-74,-120,-0.000000000000040953459690374435584276084263476576275124167156368087875294552923504908113827422,-0.000000000000040953459690374435584276084263476576275124167156368087875294552923504908115617939,-0.000000000000040953459690374435584276084263476576275124167156368087875294552923504908111838162,-0.000000000000040953459690374435584276084263476576275124167156368087875294552923504908111919502,-0.00000000000004095345969037443558427608426347657627512416715636808787529455292350490564370257,-0.000000000000040953459690374435584276084263476576275124167156368087875294552923505294806431854,-0.00000025563957359798416602979104567210222298036658855109010050596525781311920623526138,-0.00000025563957359798416602979104567210222298036658855109010050596525781311920624581071,-0.00000025563957359798416602979104567210222298036658855109010050596525781311920622148314,-0.00000025563957359798416602979104567210222298036658855109010050596525781311920622121589,-0.00000025563957359798416602979104567210222298036658855109010050596525781311919098702628,-0.00000025563957359798416602979104567210222298036658855109010050596525781309924143766401,0.000000000000000000047078118892887100781759611956781047855212349559017251877841096087177322427936862,0.000000000000000000047078118892887100781759611956781047855212349559017251877841095878030883843594548,0.000000000000000000047078118892887100781759611956781047855212349559017251877841095633547039361340534,0.000000000000000000047078118892887100781759611956781047855212349559017251877841095375218519278427127,0.000000000000000000047078118892887100781759611956781047855212349559017251877841153010996098064612653,0.000000000000000000047078118892887100781759611956781047855212349559017251870381559716949490694375414
-110,-0.00000000000003147673765922595430751944777005572494244326445804011676201242726427517833757389,-0.00000019648400536359954977716113560545599688727647264999305986155703200841203821509709,0.000000000000000000047215930028146816773506570885943340002198562321468324566038559610510586621793236,-110,16037103961157016420.640748961392263863574451193145185852102680223497108743185807,0.00052134939723450060463796727624020485780981428205372247951389867313902330544428736,16037103961157016420.640227611995029362969813225868945647244870409215055020706293,30760760530703365284734.549422408472873360586469205699013188311307649327739446869,32074207922314032841.281497922784527727148902386290371704205360446994217486371613,5.6846774871034179887456416127192185153736043149141606908489966716994601838326841e-75,9.3968103813015117329096894513447704765606093863345803822508756688838639641866002e-75,5.4267923909093634419681677837545173120697440416658330352865910251696102787919153e-81,17239782.335829286799248213246200828209470738356726579960818404536074986164551774,3.0941116688825129995632238632408529450591605257931296922069601964424891878948504e-75,1.7626176365145008151546433777113773416296521266329573536685628477668489436260142e-74,2.6311542282377931899926953589792251161451701686739138628445122754656003885012925e-74,-110,-0.00000000000003147673765922595430751944777005572494244326445804011676201242726427517834528094,-0.00000000000003147673765922595430751944777005572494244326445804011676201242726427517833757389,-0.000000000000031476737659225954307519447770055724942443264458040116762012427264275178336477844,-0.000000000000031476737659225954307519447770055724942443264458040116762012427264275178336507351,-0.000000000000031476737659225954307519447770055724942443264458040116762012427264275178679150109,-0.000000000000031476737659225954307519447770055724942443264458040116762012427264280605128868754,-0.00000019648400536359954977716113560545599688727647264999305986155703200841203826267761,-0.00000019648400536359954977716113560545599688727647264999305986155703200841203821509709,-0.00000019648400536359954977716113560545599688727647264999305986155703200841203820827528,-0.00000019648400536359954977716113560545599688727647264999305986155703200841203820820176,-0.00000019648400536359954977716113560545599688727647264999305986155703200841204028677961,-0.00000019648400536359954977716113560545599688727647264999305986155703200841772288568886,0.00000000000000000004721593002814681677350657088594334000219856232146832456603855943437497432092038,0.000000000000000000047215930028146816773506570885943340002198562321468324566038559610510586621793236,0.000000000000000000047215930028146816773506570885943340002198562321468324566038559617152567983399011,0.000000000000000000047215930028146816773506570885943340002198562321468324566038559531250674514710269,0.000000000000000000047215930028146816773506570885943340002198562321468324566038539442639867731080252,0.000000000000000000047215930028146816773506570885943340002198562321468324556641749235851056250489321
-100,-0.000000000000024121295004656079796347483303420614219671130993404564652851125901357901540095432,-0.00000015056988142747830113748259417639018680298165945587783065259308317424932980904847,0.000000000000000000053980080743723852668668867609804781828792957447152425224684624915756238379131122,-100,10019591793954708554.52794265592078761960244661216135881698068590146082633259355,0.00049315348050327130537180642708893482892507962418617244768369832009819483259198056,10019591793954708554.527449502440284348297074805734269882151760821836640160145867,20317390406997734179326.029512052608336540242030182464670307532247999334759815777,20039183587909417109.0558853118415752392048932243227176339613718029216526651871,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,1.2769874252523268869622834692704589537814267153138629109316718969283937411570607e-75,6.5797611899148215478077448274233778600210558047313043142455414844069051548875855e-82,16348753.60808984584214736504703895160170750735459800033453011363244720818265385,-8.0237172204345291492348797048333454450136623621762101697104868695925596120041146e-75,1.5746536766220767951283901849704698237676023467648462111548366253853705959225184e-74,2.1894763731018820684696270338561427493935272034988282181656685372680813876492291e-74,-100,-0.000000000000024121295004656079796347483303420614219671130993404564652851125901357901544854082,-0.000000000000024121295004656079796347483303420614219671130993404564652851125901357901540095432,-0.000000000000024121295004656079796347483303420614219671130993404564652851125901357901542195609,-0.000000000000024121295004656079796347483303420614219671130993404564652851125901357901542188193,-0.000000000000024121295004656079796347483303420614219671130993404564652851125901357903734020842,-0.000000000000024121295004656079796347483303420614219671130993404564652851125901357245757901851,-0.00000015056988142747830113748259417639018680298165945587783065259308317424932983954242,-0.00000015056988142747830113748259417639018680298165945587783065259308317424932980904847,-0.00000015056988142747830113748259417639018680298165945587783065259308317424932981868388,-0.0000001505698814274783011374825941763901868029816594558778306525930831742493298187185,-0.00000015056988142747830113748259417639018680298165945587783065259308317424934360343605,-0.00000015056988142747830113748259417639018680298165945587783065259308317424906724604229,0.000000000000000000053980080743723852668668867609804781828792957447152425224684625178927090689827525,0.000000000000000000053980080743723852668668867609804781828792957447152425224684624915756238379131122,0.000000000000000000053980080743723852668668867609804781828792957447152425224684623757651381826352731,0.000000000000000000053980080743723852668668867609804781828792957447152425224684623784623539368414284,0.00000000000000000005398008074372385266866886760980478182879295744715242522468465807322692362741632,0.000000000000000000053980080743723852668668867609804781828792957447152425225961611182903708713315015
-90,-0.00000000000001840705363076811436446132416065501720356549909365587683890075063574139456383542,-0.00000011490045961801247170269242504129132210898811502377699287600869504497907529929414,0.000000000000000000077991410802319732712683066784866542964408883691335795982669648571592785497646772,-90,6260145058922775540.0290249638625114826171395461682596967891223034759911810925417,0.0004664824714913786883924187959678164271501002974740281700719542251082893957385861,6260145058922775540.0285584813910201039287471273722918803619722031785171529224697,13419893439744118280580.653676466202468091552660017487863696294853736123845622266,12520290117845551080.058049927725022965234279092336519393578244606951982362185083,6.7067795892449037157939612141697427035200714614996468366814608617333992341312767e-75,5.95722484789511993165035032756781720349312767502821992049986253469304578271257e-75,1.7894352407381063738578895245258444621595751753212069186196038323362731097561412e-81,15505301.156949312586344769850442116691333562516751197252262695625146213563689196,-4.4933034801838200350453346779669751495184254742297084970512397379213899431908693e-75,6.4273587601975036896338403025760436146651685831665802391411010696732191500207596e-75,9.2824762396463449260010131434658411372931363882204999085850318948683669864023221e-75,-90,-0.000000000000018407053630768114364461324160655017203565499093655876838900750635741394567313835,-0.00000000000001840705363076811436446132416065501720356549909365587683890075063574139456383542,-0.000000000000018407053630768114364461324160655017203565499093655876838900750635741394558744676,-0.000000000000018407053630768114364461324160655017203565499093655876838900750635741394558725771,-0.000000000000018407053630768114364461324160655017203565499093655876838900750635741395381392536,-0.000000000000018407053630768114364461324160655017203565499093655876838900750635739605946151798,-0.00000011490045961801247170269242504129132210898811502377699287600869504497907532026356,-0.00000011490045961801247170269242504129132210898811502377699287600869504497907529929414,-0.00000011490045961801247170269242504129132210898811502377699287600869504497907526772808,-0.00000011490045961801247170269242504129132210898811502377699287600869504497907526779423,-0.00000011490045961801247170269242504129132210898811502377699287600869504497908038051857,-0.00000011490045961801247170269242504129132210898811502377699287600869504498578204731732,0.000000000000000000077991410802319732712683066784866542964408883691335795982669648323748963422920497,0.000000000000000000077991410802319732712683066784866542964408883691335795982669648571592785497646772,0.000000000000000000077991410802319732712683066784866542964408883691335795982669648642050234600113012,0.000000000000000000077991410802319732712683066784866542964408883691335795982669648703435327823591589,0.000000000000000000077991410802319732712683066784866542964408883691335795982669641195476579092738413,0.000000000000000000077991410802319732712683066784866542964408883691335795988626866043371699024388763
-80,-0.000000000000013959905198469935311051834720669415457270137346094128294334004558673406824987492,-0.000000087140481888516318195944368355483440438065044144795599547430540914777857937238445,0.00000000000000000014643811572102564459917965012699115710167640383024209868387821600105732107265279,-80,3911430187334754741.6727009315682364310703586573319911730870991676193931502605876,0.00044125389926607535015972060300108337994084364686953381240239160216003864883500445,3911430187334754741.6722596776689703557201989367289900897071583239725236164481852,8864352686379704934244.5831895290338326589998056583253454484549702628751746651642,7822860374669509483.3454018631364728621407173146639823461741983352387863005211752,1.0511816540853870332272363356072653005242076128117749968083011990198037316045319e-74,2.4074006714310272796738310211086677355278403452453280193206223303753148828006081e-76,1.5682934133901907243810913965040550326316757686515038511359474782062506735926008e-81,14706659.604279996501318549932853714654739466007281612161509099538081274233415696,-4.2330068660759077827002555524145939372300784278596371295952552865765547487142834e-75,2.9218066859916629344875946291094274512307662508841684627794433753959828905929456e-75,4.2147730931414453706203505153011712493598523008510298639357397227278365557449626e-75,-80,-0.000000000000013959905198469935311051834720669415457270137346094128294334004558673406830956657,-0.000000000000013959905198469935311051834720669415457270137346094128294334004558673406824987492,-0.000000000000013959905198469935311051834720669415457270137346094128294334004558673406824114193,-0.000000000000013959905198469935311051834720669415457270137346094128294334004558673406824194008,-0.000000000000013959905198469935311051834720669415457270137346094128294334004558673407078737968,-0.000000000000013959905198469935311051834720669415457270137346094128294334004558674975117527583,-0.00000008714048188851631819594436835548344043806504414479559954743054091477785797521989,-0.000000087140481888516318195944368355483440438065044144795599547430540914777857937238445,-0.0000000871404818885163181959443683554834404380650441447955995474305409147778579278746,-0.000000087140481888516318195944368355483440438065044144795599547430540914777857927622123,-0.000000087140481888516318195944368355483440438065044144795599547430540914777859527031427,-0.000000087140481888516318195944368355483440438065044144795599547430540914788369744162977,0.00000000000000000014643811572102564459917965012699115710167640383024209868387821624130243621120037,0.00000000000000000014643811572102564459917965012699115710167640383024209868387821600105732107265279,0.0000000000000000001464381157210256445991796501269911571016764038302420986838782146968762913189457,0.00000000000000000014643811572102564459917965012699115710167640383024209868387821444664494673663817,0.00000000000000000014643811572102564459917965012699115710167640383024209868387821794520883799595437,0.00000000000000000014643811572102564459917965012699115710167640383024209868411895451378804946460555
-70,-0.000000000000010488534494920831691557256457904339662816007299331167058757533325515312775510366,-0.000000065471501217730924671337045007765129793763197706798578092222033970290888377731687,0.00000000000000000033221371350068546042448839625805437393516693168009796476632504183758316964881269,-70,2444073581430783900.6767211021063177388317079552739039427922607539529436601103837,0.00041738975313483822672985045348162371777180086147713584586618842299094689376452963,2444073581430783900.6763037123531829006049781048204223190744889530914665242645175,5855614717597590843929.1462763456895549512548939481129276117059798939026037011658,4888147162861567801.3534422042126354776634159105478078855845215079058873202207674,3.84309500701702785829692657894617780914662016217414521633554804422502335240728e-75,1.4851562745817092651058505322142691893866718609023390401464824760248439067325414e-75,1.3294280643819227543634361501354664616023684641658273966193376762122024595165039e-81,13950332.613757778840403094996484108782221966918545043061117727994736720626639204,-2.0969919475297992334202700596309418895379372247400209239672040458871803355161033e-75,1.1672174082223655581747445412071111771491077300526619578140103231074763711779212e-74,1.8915379412336162732850006527964928168200373013692077295036323068875927349391955e-74,-70,-0.000000000000010488534494920831691557256457904339662816007299331167058757533325515312775405964,-0.000000000000010488534494920831691557256457904339662816007299331167058757533325515312775510366,-0.000000000000010488534494920831691557256457904339662816007299331167058757533325515312776113725,-0.000000000000010488534494920831691557256457904339662816007299331167058757533325515312776047407,-0.000000000000010488534494920831691557256457904339662816007299331167058757533325515312728628099,-0.000000000000010488534494920831691557256457904339662816007299331167058757533325516642156692481,-0.00000006547150121773092467133704500776512979376319770679857809222203397029088837775772,-0.000000065471501217730924671337045007765129793763197706798578092222033970290888377731687,-0.000000065471501217730924671337045007765129793763197706798578092222033970290888380886172,-0.0000000654715012177309246713370450077651297937631977067985780922220339702908883810795,-0.000000065471501217730924671337045007765129793763197706798578092222033970290888074142419,-0.000000065471501217730924671337045007765129793763197706798578092222033970294731169149436,0.00000000000000000033221371350068546042448839625805437393516693168009796476632504206349292361983032,0.00000000000000000033221371350068546042448839625805437393516693168009796476632504183758316964881269,0.00000000000000000033221371350068546042448839625805437393516693168009796476632504163364787644605614,0.00000000000000000033221371350068546042448839625805437393516693168009796476632504183608194923539501,0.00000000000000000033221371350068546042448839625805437393516693168009796476632503819061279980853123,0.00000000000000000033221371350068546042448839625805437393516693168009796476483988578891121435472447
-60,-0.0000000000000077660798008495491998108880902608944026288550820425265040866223080417773280220979,-0.000000048477402005303991005136323317598695581727138943724311496614240641719690438727467,0.0000000000000000008326045915942977324673029248549220528859193378170745016404604557576730563910742,-60,1527347872993548245.5093880146474667720740816765557856287513774855705034509406703,0.00039481624142410203904580184771989613437454575286060341556411080587488642723630099,1527347872993548245.5089931984060426700350358747080657326170029398176428475251062,3868503148412550162070.2611512279662751130138996416984694153414629964597634654422,3054695745987096491.0187760292949335441481633531115712575027549711410069018813406,1.7531422166841722589534294281484811129365480739805651211598118044442241360419727e-75,9.0897198487468774140489335320937535415215219819045960258962635839881615116717967e-75,4.6493560130058866068814689006419147349321751853111338109470498917992115003676571e-81,13234051.966617135006370525429972251572243351428566571433686885109059118876287879,6.4629289609826626773379661867724641400456352980783683272283879259337492149464748e-75,1.0014712186818768174540152834566230495819077775960401325080936142983684455861698e-74,1.65834427102614648272427238512599764986698992050768547492128421263884853922172e-74,-60,-0.0000000000000077660798008495491998108880902608944026288550820425265040866223080417773218613876,-0.0000000000000077660798008495491998108880902608944026288550820425265040866223080417773280220979,-0.0000000000000077660798008495491998108880902608944026288550820425265040866223080417773276759622,-0.000000000000007766079800849549199810888090260894402628855082042526504086622308041777327673944,-0.0000000000000077660798008495491998108880902608944026288550820425265040866223080417778140930998,-0.0000000000000077660798008495491998108880902608944026288550820425265040866223080371284580800939,-0.000000048477402005303991005136323317598695581727138943724311496614240641719690406213705,-0.000000048477402005303991005136323317598695581727138943724311496614240641719690438727467,-0.000000048477402005303991005136323317598695581727138943724311496614240641719690445484298,-0.00000004847740200530399100513632331759869558172713894372431149661424064171969044545828,-0.000000048477402005303991005136323317598695581727138943724311496614240641719693577306846,-0.000000048477402005303991005136323317598695581727138943724311496614240641717940435090162,0.00000000000000000083260459159429773246730292485492205288591933781707450164046045773854196065568358,0.0000000000000000008326045915942977324673029248549220528859193378170745016404604557576730563910742,0.0000000000000000008326045915942977324673029248549220528859193378170745016404604587301656633289728,0.00000000000000000083260459159429773246730292485492205288591933781707450164046045872569232500845002,0.00000000000000000083260459159429773246730292485492205288591933781707450164046049056710846175982634,0.00000000000000000083260459159429773246730292485492205288591933781707450164955017560641993380512313
